A股,932367,2024-11-12,500现金流,3265.09
A股,932368,2024-12-11,800现金流,4842.82
A股,932369,2024-11-12,1000现金流,3675.59
A股,950090,2015-12-10,50AH优选,7552.64
A股,950096,2016-05-11,上海国企,1851.8
A股,950125,2024-07-26,科创半导体材料设备,1802.48
A股,950180,2024-07-25,科创AI,2477
A股,990001,2026-01-28,中华半导体芯片,14499.87
A股,H11052,2009-07-22,智能电车,5928.5775
A股,H11054,2009-07-22,装备产业,3884.8
A股,H11057,2009-07-22,石化产业,1925.64
A股,H11059,2009-07-22,工业有色,4391.09
A股,H11136,2011-09-20,中国互联网,12463.2399
A股,H11146,2010-06-02,港股通内地金融,1213.38
A股,H30007,2026-01-28,芯片产业,3797.31
A股,H30015,2012-12-21,800汽车,10487.1483
A股,H30035,2012-12-21,300非银,12965.953
A股,H30089,2013-07-02,红利潜力,13282.23
A股,H30094,2013-07-02,消费红利,51357.5349
A股,H30095,2013-07-02,医药红利,19361.53
A股,H30106,2013-05-21,H300金融服务,1503.87
A股,H30171,2013-07-15,运输指数,2067.52
A股,H30178,2013-07-15,医疗保健,34514.6224
A股,H30182,2013-07-15,计算机,11705.23
A股,H30184,2026-01-28,半导体,11111.75
A股,H30198,2013-07-15,油气产业,2655.76
A股,H30199,2013-07-15,电力指数,3179.61
A股,H30202,2013-07-15,软件指数,22245.57
A股,H30217,2013-07-15,医疗器械,22874.78
A股,H30257,2013-11-06,500信息,10733.43
A股,H30269,2013-12-19,红利低波,11946.95
A股,H30270,2013-12-19,红利价值,9892.33
A股,H30318,2014-04-15,科技传媒通信150,2907.24
A股,H30356,2014-06-09,800价值,6697.23
A股,H30455,2014-11-28,沪港深500,3168.16
A股,H30463,2014-11-28,沪港深500医药,17607.6
A股,H30533,2014-12-29,中国互联网50,17074.32
A股,H30588,2015-02-02,中证证保,1305.6583
A股,H30590,2015-02-10,机器人,2027.0549
A股,H30597,2015-02-13,新材料,6775.0507
A股,H50040,2014-03-21,上红低波,11463.1
A股,1000002,1994-01-01,A股全指,6043.28
A股,1000003,1994-01-01,深圳A股,2561.91
A股,1000004,1994-01-01,上海A股,3883.56
A股,1000007,2010-05-01,创业板全指,3806.39
A股,1000008,1994-01-10,沪深B股,442.758
A股,1000009,1994-01-10,深圳B股,1345.673
A股,1000012,2005-12-01,中小板全指,14565.07
A股,000001,2026-03-02,上证指数,4182.59
A股,000009,2026-03-02,上证380,7564.14
A股,000010,2002-07-01,上证180,11724.44
A股,000015,2005-01-04,红利指数,3319.77
A股,000016,2004-01-02,上证50,4028.53
A股,000018,2007-12-10,180金融,6168.13
A股,000021,2008-09-10,180治理,1156.5
A股,000028,2009-01-09,180成长,6260.22
A股,000029,2009-01-09,180价值,4819.591
A股,000036,2009-01-09,上证消费,22638.14
A股,000037,2009-01-09,上证医药,11615.66
A股,000042,2009-03-30,上证央企,1874.2178
A股,000043,2009-04-23,超大盘,3172.78
A股,000044,2009-07-03,上证中盘,4673.62
A股,000046,2009-07-03,上证中小,5173.71
A股,000048,2009-08-05,责任指数,1752.98
A股,000052,2012-01-09,50基本,3535.86
A股,000056,2010-01-04,上证国企,1369.38
A股,000063,2010-02-03,上证周期,3923.91
A股,000066,2026-03-02,上证商品,4673.96
A股,000068,2026-03-02,上证资源,5230.96
A股,000069,2010-05-28,消费80,9371.5
A股,000092,2011-05-10,资源50,4520.54
A股,000126,2011-12-09,消费50,15277.85
A股,000150,2012-07-20,380红利,12719.62
A股,000151,2012-07-20,上国红利,1684.23
A股,000300,2005-04-08,沪深300,5807.72
A股,000510,2026-04-22,中证A500,6006.67
A股,000680,2025-01-20,科创综指,1628.33
A股,000682,2026-01-28,科创信息,2382.95
A股,000683,2022-05-09,科创生物,1361.41
A股,000685,2026-01-28,科创芯片,3173.22
A股,000688,2020-07-23,科创50,1622.81
A股,000690,2026-04-22,科创成长,2249.64
A股,000692,2023-04-03,科创新能,2032.08
A股,000698,2026-04-22,科创100,1718.14
A股,000699,2026-04-22,科创200,1654.91
A股,000806,2012-02-10,消费服务,14934.7401
A股,000807,2012-02-17,食品饮料,41698.9689
A股,000808,2012-02-17,医药生物,18220.2826
A股,000811,2026-01-29,细分有色,15245.45
A股,000812,2012-04-11,细分机械,11294.3414
A股,000813,2012-04-11,细分化工,6079.1638
A股,000814,2012-04-11,细分医药,17394.53
A股,000815,2012-04-11,细分食品,40899.5823
A股,000819,2026-01-29,有色金属,12560.05
A股,000821,2012-07-20,300红利,6948.21
A股,000822,2012-07-20,500红利,10607.0599
A股,000824,2026-03-12,国企红利,2298.33
A股,000825,2026-03-03,央企红利,3771.88
A股,000827,2012-09-25,中证环保,3047.59
A股,000841,2012-12-21,800医药,16380.2599
A股,000852,2014-10-17,中证1000,10809.24
A股,000857,2013-11-06,500医药,17650.5
A股,000858,2026-01-23,500信息,12573.55
A股,000860,2018-03-26,结构调整,1301.2
A股,000901,2010-04-02,小康指数,6382.85
A股,000903,2006-05-29,中证A100,6030.54
A股,000904,2026-03-02,中证200,6269.63
A股,000905,2026-02-27,中证500,8658.45
A股,000906,2007-01-15,中证800,5900.57
A股,000907,2007-01-15,中证700,6778.6026
A股,000908,2007-07-02,300能源,2714.72
A股,000909,2007-07-02,300材料,4361.58
A股,000910,2007-07-02,300工业,3534.51
A股,000911,2007-07-02,300可选,10112.91
A股,000912,2007-07-02,300消费,43972.016
A股,000913,2007-07-02,300医药,20071.96
A股,000914,2007-07-02,300金融,7431.71
A股,000915,2007-07-02,300信息,3488.6
A股,000917,2007-07-02,300公用,2993.42
A股,000918,2008-01-21,300成长,8509.3239
A股,000919,2008-01-21,300价值,5683.845
A股,000922,2026-03-12,中证红利,5976.53
A股,000925,2009-02-26,基本面50,5056.9467
A股,000928,2026-03-03,中证能源,3847.15
A股,000929,2009-07-03,中证材料,5061.5774
A股,000930,2009-07-03,中证工业,4458.3552
A股,000931,2009-07-03,中证可选,8323.086
A股,000932,2009-07-03,中证消费,31779.74
A股,000933,2009-07-03,中证医药,17499.51
A股,000934,2009-07-03,中证金融,7155.6068
A股,000935,2026-04-22,中证信息,7197.19
A股,000936,2026-04-22,中证电信,12965.42
A股,000937,2009-07-03,中证公用,3004.68
A股,000941,2009-10-28,新能源,4805.0599
A股,000942,2009-10-28,内地消费,18881.8201
A股,000945,2009-10-28,内地运输,2333.58
A股,000949,2009-10-28,中证农业,9109.9527
A股,000961,2010-04-16,中证上游,4344.62
A股,000969,2010-05-28,300非周,7617.9083
A股,000977,2011-01-21,内地低碳,3275.6967
A股,000978,2011-03-18,医药100,20949.7205
A股,000979,2026-03-02,大宗商品,8648.2
A股,000982,2026-02-27,500等权,10297.58
A股,000985,2011-08-02,中证全指,6043.2789
A股,000986,2026-03-03,全指能源,3107.38
A股,000987,2026-03-02,全指材料,6317.28
A股,000988,2011-08-02,全指工业,5189.208
A股,000989,2011-08-02,全指可选,7111.899
A股,000990,2011-08-02,全指消费,26901.0167
A股,000991,2011-08-02,全指医药,16708.56
A股,000992,2011-08-02,全指金融,6912.0784
A股,000993,2026-04-22,全指信息,9573.63
A股,000994,2011-08-02,全指电信,10588.18
A股,000995,2011-08-02,全指公用,3329.286
A股,000998,2026-04-22,中证TMT,3329.98
