2025-12-24,stockCode,publishDate,stockName,style,hasPosition,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,pe,pe10pos,pb,pb10pos,roe,div,funds
A股,931755,2021-10-21,SEEE碳中和,大盘成长,,-12.83%,-46.01%,-38.06%,2.5e+01,61.86%,2.4,61.86%,9.60%,1.75%,"南方中证上海环交所碳中和ETF(159639), 广发中证上海环交所碳中和ETF(560550), 汇添富中证上海环交所碳中和ETF(560060), 碳中和龙头ETF(159640), 易方达中证上海环交所碳中和ETF(562990), 富国中证上海环交所碳中和ETF(561190), 大成中证上海环交所碳中和ETF(159642), 招商中证上海环交所碳中和ETF(159641), 华安中证上海环交所碳中和指数发起式A(016763), 华安中证上海环交所碳中和指数发起式C(016764), 易方达中证上海环交所碳中和ETF联接A(016899), 汇添富中证上海环交所碳中和ETF发起式联接A(017907), 南方中证上海环交所碳中和ETF联接A(016917), 广发中证上海环交所碳中和ETF发起式联接A(016897), 富国中证上海环交所碳中和ETF联接A(016887), 易方达中证上海环交所碳中和ETF联接C(016900), 汇添富中证上海环交所碳中和ETF发起式联接C(017908), 广发中证上海环交所碳中和ETF发起式联接C(016898), 富国中证上海环交所碳中和ETF联接C(016888), 南方中证上海环交所碳中和ETF联接C(016918), 招商中证上海环交所碳中和ETF发起式联接A(016879), 招商中证上海环交所碳中和ETF发起式联接C(016880)"
A股,931775,2013-07-15,房地产,价值,,-65.83%,-78.58%,-37.31%,-7.6,23.55%,0.88,23.55%,-11.58%,0.93%,"南方中证房地产ETF发起联接A(004642), 南方中证房地产ETF发起联接C(004643), 南方中证全指房地产ETF(512200), 华夏房地产ETF联接A(008088), 华夏中证全指房地产ETF联接C(008089), 华夏中证全指房地产ETF(515060), 南方中证房地产ETF发起联接E(010989), 华夏中证全指房地产ETF联接D(024628)"
A股,931787,2018-08-14,港股创新药,成长,,-35.64%,-71.36%,-55.50%,3.3e+01,75.38%,3.9,75.38%,11.82%,0.67%,"广发中证香港创新药（QDII-ETF）(513120), 广发中证香港创新药ETF发起式联接（QDII）A(019670), 广发中证香港创新药ETF发起式联接（QDII）C(019671)"
A股,931798,2009-06-16,光伏龙头30,成长,*,-51.94%,-70.94%,-39.53%,2.6e+01,65.58%,2.7,65.58%,10.38%,1.17%,广发中证光伏龙头30ETF(560980)
A股,931802,2010-02-09,中证龙头,价值,,-32.07%,-55.40%,-34.34%,1.4e+01,93.33%,2.0,93.33%,14.29%,3.11%,"易方达中证龙头企业指数A(012756), 易方达中证龙头企业指数C(012757)"
A股,931865,2019-03-20,中证半导,成长,,16.87%,-46.68%,-54.38%,1.4e+02,96.86%,9.0,96.86%,6.43%,0.10%,"嘉实中证半导体指数增强发起式A(014854), 嘉实中证半导体指数增强发起式C(014855), 招商中证半导体产业ETF(561980), 招商中证半导体产业ETF发起式联接A(020464), 招商中证半导体产业ETF发起式联接C(020465), 南方中证半导体产业指数发起A(020839), 博时中证半导体产业ETF(159582), 南方中证半导体产业指数发起C(020840), 华泰紫金中证半导体产业指数型发起A(021718), 华泰紫金中证半导体产业指数型发起 C(021719), 上银中证半导体产业指数发起式A(024069), 上银中证半导体产业指数发起式C(024070)"
A股,931866,2022-05-09,中证机床,中盘成长,,5.59%,-43.56%,-46.55%,5.9e+01,95.12%,5.2,95.12%,8.81%,0.71%,"国泰中证机床ETF(159667), 华夏中证机床ETF(159663), 国泰中证机床ETF发起联接A(017471), 国泰中证机床ETF发起联接C(017472), 华夏中证机床ETF发起式联接A(017573), 华夏中证机床ETF发起式联接C(017574)"
A股,932000,2023-08-11,中证2000,成长,,0.11%,-36.40%,-36.47%,1.5e+02,87.46%,2.8,87.46%,1.87%,0.80%,"汇添富中证2000ETF(159536), 易方达中证2000ETF(159532), 华夏中证2000ETF(562660), 嘉实中证2000ETF(159535), 中证2000(563300), 广发中证2000ETF(560220), 国泰中证2000ETF(561370), 南方中证2000ETF(159531), 富国中证2000ETF(563200), 华夏中证2000ETF发起式联接A(019891), 2000增强ETF(159555), 招商中证2000指数增强A(019918), 华泰柏瑞中证2000ETF发起式联接A(019870), 华夏中证2000ETF发起式联接C(019892), 华泰柏瑞中证2000ETF发起式联接C(019871), 华泰柏瑞中证2000指数增强A(019923), 平安中证2000增强策略ETF(159556), 招商中证2000指数增强C(019919), 华泰柏瑞中证2000指数增强C(019924), 博时中证2000ETF(159533), 招商中证2000增强策略ETF(159552), 海富通中证2000增强策略ETF(159553), 万家中证2000指数增强A(019920), 万家中证2000指数增强C(019921)"
A股,932039,2022-11-16,央企股东回报,价值,,-1.45%,-22.03%,-20.88%,1.2e+01,99.32%,1.2,99.32%,10.00%,4.59%,"招商中证国新央企股东回报ETF(561960), 汇添富中证国新央企股东回报ETF(560070), 广发中证国新央企股东回报ETF(560700), 广发中证国新央企股东回报ETF发起式联接A(019428), 广发中证国新央企股东回报ETF发起式联接C(019429), 招商中证国新央企股东回报ETF发起式联接A(019544), 汇添富中证国新央企股东回报ETF联接A(019365), 招商中证国新央企股东回报ETF发起式联接C(019545), 汇添富中证国新央企股东回报ETF联接C(019366)"
A股,950090,2015-12-10,50AH优选,价值,,-18.02%,-46.43%,-34.65%,1e+01,64.87%,1.1,64.87%,11.00%,3.80%,"华夏上证50AH优选指数C(006395), 华夏上证50AH优选指数（LOF）A(501050)"
A股,950096,2016-05-11,上海国企,价值,,-18.77%,-42.47%,-29.18%,1.5e+01,51.52%,1.2,51.52%,8.00%,1.95%,"汇添富中证上海国企ETF联接A(003194), 中证上海国企ETF(510810), 汇添富中证上海国企ETF联接C(018061)"
A股,990001,2019-03-18,中华半导体芯片,成长,,-6.38%,-61.82%,-59.22%,1.3e+02,76.41%,7.1,76.41%,5.46%,0.14%,"国泰CES半导体芯片行业ETF联接A(008281), 国泰CES半导体芯片行业ETF联接C(008282), 国泰CES半导体芯片行业ETF(512760), 华安CES半导体芯片行业指数发起A(012837), 华安CES半导体芯片行业指数发起C(012838), 西部利得CES芯片指数增强A(014418), 西部利得CES芯片指数增强C(014419), 国泰CES半导体芯片行业ETF联接E(022497)"
A股,H11052,2009-07-22,智能电车,成长,,-29.13%,-61.52%,-45.70%,3.3e+01,59.90%,4.1,59.90%,12.42%,1.10%,"易方达中证智能电动汽车ETF(516590), 智能车TK(159720), 华宝智能电动汽车ETF(516380), 浦银安盛中证智能电动汽车ETF(560000), 华宝中证智能电动汽车ETF发起式联接A(013475), 华宝中证智能电动汽车ETF发起式联接C(013476)"
A股,H11136,2011-09-20,中国互联网,成长,,-56.76%,-78.81%,-50.99%,2e+01,30.66%,2.9,30.66%,14.50%,0.87%,"交银中证海外中国互联网指数(LOF)A(164906), 交银中证海外中国互联网指数(LOF)C(013945)"
A股,H30007,2012-12-20,芯片产业,成长,,-2.95%,-60.78%,-59.59%,1.3e+02,85.18%,7.2,85.18%,5.54%,0.14%,"天弘中证芯片产业ETF发起联接A(012552), 汇添富中证芯片产业ETF(516920), 富国中证芯片产业ETF(516640), 天弘中证芯片产业ETF发起联接C(012553), 东财中证芯片ETF发起式联接A(013445), 东财中证芯片ETF发起式联接C(013446), 易方达中证芯片产业ETF(516350), 汇添富中证芯片产业指数增强发起式A(014193), 汇添富中证芯片产业指数增强发起式C(014194), 富国中证芯片产业ETF发起式联接A(014776), 富国中证芯片产业ETF发起式联接C(014777), 嘉实中证芯片产业指数发起式A(015336), 嘉实中证芯片产业指数发起式C(015337), 易方达中证芯片产业ETF联接发起式A(018411), 易方达中证芯片产业ETF联接发起式C(018412), 景顺长城中证芯片产业ETF(159560), 中欧中证芯片产业指数发起A(020478), 中欧中证芯片产业指数发起C(020483), 芯片ETF基金(159599), 天弘中证芯片产业ETF(159310), 汇添富中证芯片产业ETF发起式联接A(020630), 大成中证芯片产业指数发起式A(020853), 东财中证芯片ETF发起式联接E(021344), 大成中证芯片产业指数发起式C(020854), 汇添富中证芯片产业ETF发起式联接C(020631), 景顺长城中证芯片产业ETF联接 A(024972), 景顺长城中证芯片产业ETF联接 C(024973)"
A股,H30015,2012-12-21,800汽车,成长,,-6.99%,-41.31%,-36.90%,2.4e+01,72.00%,2.4,72.00%,10.00%,1.70%,"国泰中证800汽车与零部件ETF(516110), 国泰中证800汽车与零部件ETF发起联接A(012973), 国泰中证800汽车与零部件ETF发起联接C(012974), 国泰中证800汽车与零部件ETF发起联接E(021689)"
A股,H30035,2012-12-21,300非银,价值,,-13.55%,-48.29%,-40.19%,1.1e+01,37.22%,1.5,37.22%,13.64%,2.14%,"易方达沪深300非银ETF联接A(000950), 易方达沪深300非银ETF(512070), 易方达沪深300非银ETF联接C(007882)"
A股,H30089,2013-07-02,红利潜力,价值,,-24.32%,-39.18%,-19.64%,1.6e+01,89.17%,3.1,89.17%,19.38%,3.74%,"建信中证红利潜力指数C(007672), 建信中证红利潜力指数A(007671), 山西证券中证红利潜力ETF联接  (008149)"
A股,H30094,2013-07-02,消费红利,成长,,-26.79%,-46.60%,-27.06%,1.9e+01,15.56%,4.2,15.56%,22.11%,4.09%,"方正富邦消费红利指数增强（LOF）(501089), 宏利消费红利指数A(008928), 宏利消费红利指数C(008929)"
A股,H30178,2013-07-15,医疗保健,成长,,-60.06%,-67.19%,-17.85%,4.4e+01,4.08%,3.0,4.08%,6.82%,1.52%,"天弘中证全指医疗保健设备与服务ETF(159873), 医服ETF(516610), 建信中证全指医疗保健设备与服务ETF(159891), 保健ETF(516790), 南方中证全指医疗保健设备与服务ETF(159877), 南方中证全指医疗保健设备与服务ETF发起联接A(019452), 南方中证全指医疗保健设备与服务ETF发起联接C(019453), 中欧中证全指医疗保健设备与服务指数发起A(021714), 中欧中证全指医疗保健设备与服务指数发起C(021715)"
A股,H30184,2013-07-15,半导体,成长,,-3.75%,-62.54%,-61.08%,1.2e+02,80.61%,7.1,80.61%,5.92%,0.15%,"国联安半导体ETF(512480), 国联安中证全指半导体产品与设备ETF联接A(007300), 国联安中证全指半导体产品与设备ETF联接C(007301)"
A股,H30199,2013-07-15,电力指数,价值,,-8.59%,-41.17%,-35.64%,1.8e+01,48.37%,1.7,48.37%,9.44%,2.54%,"广发中证全指电力ETF(159611), 电力ETF(561560), 博时中证全指电力公用事业ETF(561700), 电力(562350), 广发中证全指电力ETF发起式联接A(016185), 广发中证全指电力ETF发起式联接C(016186), 博时中证全指电力ETF发起式联接A(017481), 博时中证全指电力ETF发起式联接C(017482), 南方中证全指电力公用事业ETF(560580), 华泰柏瑞中证全指电力ETF发起式联接A(018172), 华泰柏瑞中证全指电力ETF发起式联接C(018173), 南方中证全指电力公用事业ETF发起联接A(021752), 南方中证全指电力公用事业ETF发起联接C(021753)"
A股,H30202,2013-07-15,软件指数,成长,,-34.70%,-63.05%,-43.42%,2.3e+02,51.63%,5.6,51.63%,2.43%,0.55%,"国泰中证全指软件ETF(515230), 国泰中证全指软件ETF联接A(012636), 国泰中证全指软件ETF联接C(012637), 招商中证全指软件ETF(159899), 招商中证全指软件ETF发起式联接A(018385), 招商中证全指软件ETF发起式联接C(018386), 华泰紫金中证全指软件指数型发起A(021614), 国泰中证全指软件ETF联接E(021672), 华泰紫金中证全指软件指数型发起 C(021615), 汇添富中证全指软件ETF(159590), 汇添富中证全指软件ETF发起式联接A(023254), 汇添富中证全指软件ETF发起式联接C(023255)"
A股,H30217,2013-07-15,医疗器械,成长,,-56.37%,-63.68%,-16.75%,4.5e+01,5.06%,3.0,5.06%,6.67%,1.53%,"医疗器械ETF(159883), 招商中证全指医疗器械ETF(159898), 永赢中证全指医疗器械ETF发起联接C(013416), 永赢中证全指医疗器械ETF发起联接A(013415), 汇添富中证全指医疗器械ETF(159797), 汇添富中证全指医疗器械ETF发起式联接A(017632), 汇添富中证全指医疗器械ETF发起式联接C(017633), 汇添富中证全指医疗器械ETF发起式联接D(017634), 招商中证全指医疗器械ETF发起式联接A(018395), 招商中证全指医疗器械ETF发起式联接C(018396), 华夏中证全指医疗器械ETF(562600), 华夏中证全指医疗器械ETF发起式联接A(021250), 华夏中证全指医疗器械ETF发起式联接C(021251), 华安中证全指医疗器械指数发起式A(021469), 华安中证全指医疗器械指数发起式C(021470)"
A股,H30269,2013-12-19,红利低波,价值,,-5.79%,-43.62%,-40.15%,8.4,58.95%,0.88,58.95%,10.48%,4.27%,"创金合信中证红利低波动指数A(005561), 创金合信中证红利低波动指数C(005562), 红利低波(512890), 华泰柏瑞中证红利低波ETF联接C(007467), 华泰柏瑞中证红利低波ETF联接A(007466), 易方达中证红利低波动ETF(563020), 华夏中证红利低波动ETF(159547), 富国中证红利低波动ETF(159525), 易方达中证红利低波动ETF联接发起式A(020602), 红利TK(560150), 易方达中证红利低波动ETF联接发起式C(020603), 华夏中证红利低波动ETF发起式联接A(021482), 华安中证红利低波动指数发起式A(019911), 华夏中证红利低波动ETF发起式联接C(021483), 新华中证红利低波动ETF(560890), 华安中证红利低波动指数发起式C(019912), 富国中证红利低波动ETF发起式联接A(021707), 泰康红利低波ETF联接A(021415), 富国中证红利低波动ETF发起式联接C(021708), 华泰柏瑞中证红利低波ETF联接I(022678), 创金合信中证红利低波动指数Y(022900), 华泰柏瑞中证红利低波ETF联接Y(022951), 泰康红利低波ETF联接C(021418), 中欧中证红利低波动指数A(023613), 中欧中证红利低波动指数C(023614), 兴银中证红利低波动指数发起A(024630), 兴银中证红利低波动指数发起C(024631)"
A股,H30455,2014-11-28,沪港深500,宽基,,-15.57%,-46.51%,-36.65%,1.3e+01,75.36%,1.4,75.36%,10.77%,2.98%,"沪港深(517000), 汇添富中证沪港深500ETF(517080), 富国中证沪港深500ETF(517100), 华夏中证沪港深500ETF(517170), 富国中证沪港深500ETF联接A(012275), 易方达中证沪港深500ETF(517010), 富国中证沪港深500ETF联接C(012276), 华夏中证沪港深500ETF发起式联接A(017557), 华夏中证沪港深500ETF发起式联接C(017558), 易方达中证沪港深500ETF联接发起式A(020113), 易方达中证沪港深500ETF联接发起式C(020114), 兴证全球中证沪港深500指数增强A(023201), 兴证全球中证沪港深500指数增强C(023202)"
A股,H30533,2014-12-29,中国互联网50,成长,*,-44.59%,-73.99%,-53.06%,2e+01,29.57%,3.0,29.57%,15.00%,0.81%,"易方达中证海外中国互联网50ETF联接（QDII）A(人民币份额)(006327), 易方达中证海外中国互联网50（QDII-ETF）(513050), 易方达中证海外中国互联网50ETF联接（QDII）C(006328)"
A股,H30588,2015-02-02,中证证保,周期,,-13.61%,-59.19%,-52.76%,1.1e+01,37.13%,1.5,37.13%,13.64%,2.08%,"天弘中证证券保险A(001552), 天弘中证证券保险C(001553)"
A股,H30590,2015-02-10,机器人,成长,,-11.68%,-49.83%,-43.20%,6.4e+01,82.83%,4.4,82.83%,6.88%,0.67%,"机器人YH(562360), 天弘中证机器人ETF(159770), 华夏中证机器人ETF(562500), 博时中证机器人指数发起式A(018094), 华夏中证机器人ETF发起式联接A(018344), 博时中证机器人指数发起式C(018095), 天弘中证机器人ETF发起联接A(014880), 华夏中证机器人ETF发起式联接C(018345), 天弘中证机器人ETF发起联接C(014881), 国泰中证机器人ETF(159551), 国泰中证机器人ETF发起联接A(020289), 中欧中证机器人指数发起A(020255), 招商中证机器人指数型发起式A(020481), 国泰中证机器人ETF发起联接C(020290), 招商中证机器人指数型发起式C(020482), 中欧中证机器人指数发起C(020256), 南方中证机器人ETF发起联接A(020607), 南方中证机器人ETF发起联接C(020608), 嘉实中证机器人ETF(159526), 银河中证机器人指数发起式A(021301), 银河中证机器人指数发起式C(021302), 国投瑞银中证机器人指数发起式A(021895), 国投瑞银中证机器人指数发起式C(021896), 万家中证机器人ETF(560630), 汇添富中证机器人ETF(159213), 南方中证机器人ETF(159258), 汇添富中证机器人ETF发起式联接A(024768), 汇添富中证机器人ETF发起式联接C(024769), 嘉实中证机器人ETF发起联接A(024619), 招商中证机器人ETF(560770), 嘉实中证机器人ETF发起联接C(024620)"
A股,H30597,2015-02-13,新材料,周期,,-38.61%,-65.31%,-43.49%,4.3e+01,51.71%,3.7,51.71%,8.60%,1.24%,"平安中证新材料主题ETF(516890), 华宝新材料ETF(516360), 天弘中证新材料主题ETF(159703), 建信中证新材料主题ETF(159763), 华夏中证新材料主题ETF(516710), 国泰中证新材料主题ETF(159761)"
A股,H50040,2014-03-21,上红低波,价值,,-3.70%,-30.36%,-27.68%,8.4,56.73%,0.87,56.73%,10.36%,4.22%,"平安上证红利低波动指数A(020456), 平安上证红利低波动指数C(020457), 平安上证红利低波动指数E(024611)"
A股,000001,1991-07-15,上证指数,宽基,,1.48%,-52.30%,-53.00%,1.6e+01,59.74%,1.5,59.74%,9.38%,2.52%,"汇添富上证综合指数A(470007), 上证综指ETF(510210), 富国上证指数ETF联接A/B(100053), 国泰上证综合ETF(510760), 国泰上证综合ETF联接C(011320), 国泰上证综合ETF联接A(011319), 富国上证指数ETF联接C(013286), 汇添富上证综合指数C(018536), 汇添富上证综合ETF(510980), 国泰上证综合ETF联接E(022494), 招商上证综合指数增强发起式A(018383), 华夏上证综合全收益指数增强A(022857), 招商上证综合指数增强发起式C(018384), 嘉实上证综合增强策略ETF(562810), 博时上证综合指数增强A(023873), 博时上证综合指数增强C(023874)"
A股,000009,2010-11-29,上证380,宽基,,-6.46%,-63.80%,-61.30%,2.6e+01,67.93%,2.1,67.93%,8.08%,1.89%,"南方上证380ETF联接A(202025), 南方上证380ETF(510290), 南方上证380ETF联接C(007571)"
A股,000010,2002-07-01,上证180,宽基,,-14.74%,-47.98%,-38.99%,1.2e+01,50.14%,1.3,50.14%,10.83%,3.15%,"华安上证180ETF联接A(040180), 华安上证180ETF(510180), 万家180指数A(519180), 华安上证180ETF联接C(014979), 易方达上证180ETF(530180), 华安上证180ETF联接I(022646), 兴业上证180ETF（证券简称：180E；扩位简称：上证180指数ETF基金）(530680), 鹏华上证180ETF(510040), 南方上证180ETF(530580), 天弘上证180ETF(530080), 180指数(530300), 万家180指数C(022741), 上180ETF(530800), 兴业上证180ETF联接A(023148), 平安上证180ETF(530280), 华泰柏瑞上证180ETF联接A(023179), 银华上证180ETF发起式联接A(023234), 天弘上证180ETF发起联接A(023252), 鹏华上证180ETF发起式联接A(023199), 南方上证180ETF发起联接A(023230), 易方达上证180ETF联接A(023228), 银华上证180ETF发起式联接I(023236), 鹏华上证180ETF发起式联接C(023200), 银华上证180ETF发起式联接C(023235), 南方上证180ETF发起联接C(023231), 华泰柏瑞上证180ETF联接C(023180), 华泰柏瑞上证180ETF联接I(023181), 兴业上证180ETF联接C(023149), 天弘上证180ETF发起联接C(023253), 农银上证180指数A(020190), 易方达上证180ETF联接C(023229), 平安上证180ETF联接A(023547), 农银上证180指数C(020191), 平安上证180ETF联接C(023548), 平安上证180ETF联接E(024609)"
A股,000015,2005-01-04,红利指数,价值,,-8.98%,-47.74%,-42.58%,8.4,58.87%,0.84,58.87%,10.00%,4.53%,"华泰柏瑞上证红利ETF(510880), 华泰柏瑞红利ETF联接A(012761), 华泰柏瑞红利ETF联接C(012762)"
A股,000016,2004-01-02,上证50,宽基,,-24.91%,-45.41%,-27.30%,1.2e+01,72.62%,1.3,72.62%,10.83%,3.21%,"博时上证50ETF联接C(005737), 华夏上证50ETF联接C(005733), 建信上证50ETF(510800), 申万菱信上证50交易型开放式指数发起式(510600), 天弘上证50ETF联接A(001548), 易方达上证50增强C(004746), 天弘上证50ETF联接C(001549), 华夏上证50ETF联接A(001051), 博时上证50ETF联接A(001237), 中海上证50指数增强(399001), 易方达上证50指数（LOF）A(502048), 华夏上证50ETF(510050), 万家上证50ETF(510680), 博时上证50ETF(510710), 华安上证50ETF(510190), 华安上证50ETF联接A(040190), 易方达上证50增强A(110003), 工银上证50ETF联接A(006220), 上证50ETF工银(510850), 建信上证50ETF联接A(005880), 建信上证50ETF联接C(005881), 易方达上证50ETF(510100), 工银上证50ETF联接C(006221), 易方达上证50ETF联接A(007379), 易方达上证50ETF联接发起式C(007380), 东财上证50ETF发起式联接C(008241), 东财上证50ETF发起式联接A(008240), 南方上证50指数增强发起C(008057), 南方上证50指数增强发起A(008056), 易方达上证50指数（LOF）C(012875), 建信上证50ETF发起联接E(013444), 汇添富上证50基本面增强指数A(012157), 汇添富上证50基本面增强指数C(012158), 华安上证50ETF联接C(014980), 广发上证50ETF(510950), 易方达上证50增强策略ETF(563090), 天弘上证50ETF(530000), 上证50ETF东财(530050), 广发上证50ETF发起式联接A(021722), 广发上证50ETF发起式联接C(021723), 天弘上证50ETF联接Y(022956), 华夏上证50ETF联接Y(022959), 易方达上证50增强Y(022933)"
A股,000018,2007-12-10,180金融,价值,,-3.80%,-44.15%,-41.94%,7.9,40.02%,0.83,40.02%,10.51%,3.62%,"国泰上证180金融ETF联接A(020021), 国泰上证180金融ETF(510230), 国泰上证180金融ETF联接C(014994)"
A股,000021,2008-09-10,180治理,价值,,-6.32%,-48.78%,-45.32%,1.1e+01,68.18%,1.2,68.18%,10.91%,3.81%,"交银上证180公司治理ETF(510010), 交银上证180公司治理ETF联接(519686)"
A股,000029,2009-01-09,180价值,价值,,-7.80%,-40.69%,-35.67%,8.4,37.34%,0.84,37.34%,10.00%,4.19%,"上证180价值ETF(510030), 华宝上证180价值ETF联接A(240016), 华宝上证180价值ETF联接C(022826)"
A股,000036,2009-01-09,上证消费,成长,,-51.55%,-59.13%,-15.64%,2.1e+01,22.19%,5.3,22.19%,25.24%,3.56%,华夏消费ETF(510630)
A股,000037,2009-01-09,上证医药,成长,,-44.54%,-58.49%,-25.15%,3.8e+01,28.00%,3.6,28.00%,9.47%,1.09%,华夏医药ETF(510660)
A股,000042,2009-03-30,上证央企,价值,,-3.63%,-50.88%,-49.03%,1e+01,59.78%,1.0,59.78%,10.00%,3.69%,工银上证央企ETF(510060)
A股,000043,2009-04-23,超大盘,价值,,-17.97%,-46.34%,-34.58%,1.2e+01,66.04%,1.4,66.04%,11.67%,3.33%,"博时上证超大盘ETF(510020), 博时上证超大盘ETF联接A(050013)"
A股,000044,2009-07-03,上证中盘,宽基,,-2.47%,-56.02%,-54.91%,1.3e+01,40.10%,1.2,40.10%,9.23%,3.05%,"易方达上证中盘ETF联接A(110021), 易方达上证中盘ETF联接C(004743), 易方达上证中盘ETF(510130)"
A股,000048,2009-08-05,责任指数,价值,,-15.54%,-43.55%,-33.16%,1.1e+01,38.95%,1.3,38.95%,11.82%,3.93%,"建信上证社会责任ETF(510090), 建信上证社会责任ETF联接(530010)"
A股,000056,2010-01-04,上证国企,价值,,-9.22%,-48.64%,-43.42%,1e+01,76.25%,1.2,76.25%,12.00%,3.70%,国企ETF(510270)
A股,000066,2010-04-30,上证商品,周期,,-3.79%,-56.06%,-54.33%,1.5e+01,99.51%,1.7,99.51%,11.33%,3.73%,"国联安上证商品ETF联接A(257060), 国联安上证商品ETF(510170), 国联安上证商品ETF联接C(015577)"
A股,000068,2010-05-28,上证资源,价值,,12.40%,-59.35%,-63.83%,1.5e+01,99.55%,1.7,99.55%,11.33%,3.83%,"博时上证自然资源ETF联接A(050024), 博时上证自然资源ETF(510410), 博时上证自然资源ETF联接C(019910)"
A股,000069,2010-05-28,消费80,成长,,-47.52%,-58.29%,-20.52%,2.5e+01,39.03%,3.4,39.03%,13.60%,2.36%,"招商上证消费80ETF联接C(004407), 招商上证消费80ETF联接A(217017), 招商上证消费80ETF(510150)"
A股,000151,2012-07-20,上国红利,价值,,-9.20%,-44.08%,-38.41%,8.3,54.06%,0.79,54.06%,9.52%,5.12%,"国泰上证国有企业红利ETF(510720), 国泰上证国有企业红利ETF发起联接A(021701), 国泰上证国有企业红利ETF发起联接C(021702), 银河上证国有企业红利ETF(530880), 银河上证国有企业红利ETF发起式联接A(023162), 银河上证国有企业红利ETF发起式联接C(023163)"
