2025-12-24,stockCode,publishDate,stockName,style,hasPosition,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,pe,pe10pos,pb,pb10pos,roe,div,funds
A股,930914,2016-11-25,港股通高股息,价值,,-4.23%,-49.12%,-46.87%,7.7,67.59%,0.73,67.59%,9.48%,5.75%,"汇添富中证港股通高股息投资ETF联接（LOF）C(501306), 汇添富中证港股通高股息投资ETF联接（LOF）A(501305), 港股红利(513530), 华泰柏瑞中证港股通高股息投资ETF发起式联接A(018387), 华泰柏瑞中证港股通高股息投资ETF发起式联接C(018388), 汇添富中证港股通高股息投资ETF(513820), 国泰中证港股通高股息投资ETF(159331), 港股高股息ETF(159302), 天弘中证港股通高股息投资指数发起A(022072), 国泰中证港股通高股息投资ETF发起联接A(022274), 天弘中证港股通高股息投资指数发起C(022073), 国泰中证港股通高股息投资ETF发起联接C(022275), 华泰柏瑞中证港股通高股息投资ETF发起式联接I(022663), 嘉实中证港股通高股息投资ETF(513830), 国泰君安中证港股通高股息投资指数发起（QDII）A(023073), 长城中证港股通高股息指数发起（QDII）A(022325), 国泰君安中证港股通高股息投资指数发起（QDII）C(023074), 易方达中证港股通高股息投资指数发起式A(023389), 易方达中证港股通高股息投资指数发起式C(023390), 长城中证港股通高股息指数发起（QDII）C(022326), 中银中证港股通高股息投资指数型证券投资基金(023104), 中银中证港股通高股息投资指数C(023105), 嘉实中证港股通高股息投资ETF发起联接A(024705), 富国中证港股通高股息投资ETF(159277), 东方红中证港股通高股息投资指数A(024227), 嘉实中证港股通高股息投资ETF发起联接C(024706), 东方红中证港股通高股息投资指数C(024228)"
A股,930931,2017-01-16,港股通50,价值,,-14.91%,-53.72%,-45.61%,1.1e+01,75.57%,1.2,75.57%,10.91%,3.30%,"港股通50(513550), 华夏中证港股通50ETF(159711), 国泰中证港股通50ETF(159712), 华夏中证港股通50ETF发起式联接A(018721), 华夏中证港股通50ETF发起式联接C(018722)"
A股,930939,2018-11-21,500质量,成长,,-7.74%,-41.09%,-36.15%,1.9e+01,43.46%,2.2,43.46%,11.58%,2.06%,"鹏扬中证500质量成长ETF联接C(007594), 鹏扬中证500质量成长ETF联接A(007593), 鹏扬中证500质量成长ETF(560500), 易方达中证500质量成长ETF(159606), 易方达中证500质量成长ETF联接发起式A(019320), 易方达中证500质量成长ETF联接发起式C(019321), 500成长(562340)"
A股,930955,2017-05-26,红利低波100,价值,,-2.59%,-28.63%,-26.73%,9.5,82.59%,1.0,82.59%,10.53%,4.58%,"天弘中证红利低波动100ETF联接A(008114), 天弘中证红利低波动100ETF联接C(008115), 景顺长城中证红利低波动100ETF(515100), 景顺长城中证红利低波动100ETF联接A(016128), 景顺长城中证红利低波动100ETF联接C(016129), 天弘中证红利低波动100ETF(159549), 博时中证红利低波动100指数发起式A(019853), 博时中证红利低波动100指数发起式C(019854), 交银中证红利低波动100指数A(020156), 招商中证红利低波动100指数发起式A(020672), 大成中证红利低波动100ETF(560520), 博时中证红利低波100ETF(159307), 交银中证红利低波动100指数C(020157), 招商中证红利低波动100指数发起式C(020673), 博时中证红利低波动100ETF联接A(021550), 银河中证红利低波动100指数A(021388), 中欧中证红利低波动100指数发起A(021375), 博时中证红利低波动100ETF联接C(021551), 银河中证红利低波动100指数C(021389), 中欧中证红利低波动100指数发起C(021376), 长城中证红利低波100ETF联接A(022097), 长盛中证红利低波动100指数A(022342), 长城中证红利低波100ETF联接C(022098), 天弘中证红利低波动100ETF联接Y(022980), 长盛中证红利低波动100指数C(022343), 长城中证红利低波100ETF(159228), 汇安中证红利低波动100指数(024220)"
A股,930965,2017-06-23,HKC医药C,成长,,-52.13%,-75.07%,-47.92%,3.2e+01,53.76%,2.8,53.76%,8.75%,0.78%,"香港医药(513700), 平安中证港股医药ETF(159718), 港股通医药ETF(159776), 易方达中证港股通医药卫生综合ETF(513200), 易方达中证港股通医药卫生综合ETF联接发起式A(018557), 易方达中证港股通医药卫生综合ETF联接发起式C(018558), 平安中证港股医药ETF联接A(019598), 平安中证港股医药ETF联接C(019599), 鹏华中证港股通医药卫生ETF发起式联接A(021088), 鹏华中证港股通医药卫生ETF发起式联接C(021089), 平安中证港股医药ETF联接E(024544)"
A股,930986,2017-06-22,金融科技,成长,,-19.86%,-53.03%,-41.39%,7.1e+01,72.20%,5.5,72.20%,7.75%,0.53%,"华宝中证金融科技主题ETF(159851), 华夏中证金融科技主题ETF(516100), 博时金融科技ETF(516860), 华宝中证金融科技主题ETF发起式联接C(013478), 华宝中证金融科技主题ETF发起式联接A(013477), 博时中证金融科技主题ETF联接A(023536), 华夏中证金融科技主题ETF发起式联接A(023884), 华夏中证金融科技主题ETF发起式联接C(023885), 博时中证金融科技主题ETF联接C(023537), 汇添富中证金融科技主题ETF(159103), 易方达中证金融科技主题ETF(159299)"
A股,930997,2017-07-19,新能源车,成长,,-32.84%,-67.51%,-51.62%,3.4e+01,57.20%,3.9,57.20%,11.47%,1.17%,"汇添富中证新能源汽车产业指数（LOF）C(501058), 汇添富中证新能源汽车产业指数（LOF）A(501057), 平安中证新能源汽车产业ETF(515700), 平安中证新能车ETF联接A(012698), 汇添富中证新能源汽车产业ETF(516390), 平安中证新能源汽车ETF发起联接C(012699), 平安中证新能源汽车ETF发起联接E(024504)"
A股,931008,2013-07-15,汽车指数,成长,,-7.27%,-46.17%,-41.95%,2.7e+01,67.63%,2.3,67.63%,8.52%,1.69%,"广发中证全指汽车指数A(004854), 广发中证全指汽车指数C(004855), 广发中证全指汽车ETF(159512), 南方中证全指汽车指数发起A(021770), 南方中证全指汽车指数发起C(021771)"
A股,931009,2013-07-15,建筑材料,周期,,-48.12%,-62.82%,-28.33%,3.3e+01,20.95%,1.0,20.95%,3.03%,3.07%,"广发中证全指建筑材料指数A(004856), 广发中证全指建筑材料指数C(004857), 国泰中证全指建筑材料ETF(159745), 富国中证全指建筑材料ETF(516750), 易方达中证全指建筑材料ETF(159787)"
A股,931052,2017-12-08,国信价值,价值,*,5.14%,-31.89%,-35.22%,1e+01,98.72%,1.4,98.72%,14.00%,4.23%,"富国中证价值ETF(512040), 富国中证价值ETF联接A(006748), 富国中证价值ETF联接C(007191)"
A股,931066,2018-02-05,军工龙头,成长,,-31.80%,-57.36%,-37.48%,7.8e+01,46.18%,3.6,46.18%,4.62%,0.65%,富国中证军工龙头ETF(512710)
A股,931068,2018-11-21,消费龙头,成长,,-51.80%,-59.40%,-15.77%,1.7e+01,5.17%,3.9,5.17%,22.94%,3.72%,"消费龙头LOF(501090), 华宝消费龙头C(009329), 招商中证消费龙头指数增强A(011853), 招商中证消费龙头指数增强C(011854), 华宝消费龙头ETF(516130), 消费龙头ETF(159520)"
A股,931071,2018-11-21,人工智能,成长,,-1.69%,-60.23%,-59.55%,6.8e+01,100.00%,8.9,100.00%,13.09%,0.57%,"华富中证人工智能产业ETF(515980), 华富人工智能ETF联接A(008020), 华富人工智能ETF联接C(008021)"
A股,931079,2019-04-25,5G通信,成长,,14.07%,-53.32%,-59.08%,5.1e+01,99.38%,6.5,99.38%,12.75%,0.78%,"华夏中证5G通信主题ETF(515050), 华夏中证5G通信主题ETF联接A(008086), 华夏中证5G通信主题ETF联接C(008087), 5GETF(159994), 银华中证5G通信主题ETF联接A(008889), 银华中证5G通信主题ETF联接C(010524), 华夏中证5G通信主题ETF联接D(023765)"
A股,931087,2019-03-20,科技龙头,成长,,-2.84%,-55.15%,-53.84%,5.4e+01,76.63%,6.2,76.63%,11.48%,0.56%,"华宝科技ETF联接C(007874), 华宝中证科技龙头ETF(515000), 华宝科技ETF联接A(007873), 科技龙头ETF(516050)"
A股,931139,2019-03-20,CS消费50,成长,*,-49.86%,-57.58%,-15.40%,1.7e+01,2.43%,3.7,2.43%,21.76%,4.07%,"富国中证消费50ETF(515650), 富国中证消费50ETF联接A(008975), 东兴中证消费50A(009116), 富国中证消费50ETF联接C(008976), 东兴中证消费50C(009117), 易方达中证消费50ETF(159798), 国联安消费50ETF(159670)"
A股,931140,2019-03-20,医药50,成长,,-55.00%,-64.44%,-20.98%,2.6e+01,2.01%,3.8,2.01%,14.62%,1.91%,"富国中证医药50ETF(515950), 博时医药50ETF(159838), 富国中证医药50ETF联接A(012801), 富国中证医药50ETF联接C(012802)"
A股,931142,2019-03-20,东证竞争,价值,,-15.14%,-48.43%,-39.23%,1.8e+01,92.51%,3.1,92.51%,17.22%,2.34%,"东方红中证竞争力指数A(007657), 东方红中证竞争力指数C(007658)"
A股,931144,2019-05-30,通信技术,成长,,13.60%,-49.04%,-55.14%,6e+01,100.00%,7.5,100.00%,12.50%,0.44%,"东财通信A(008326), 东财通信C(008327)"
A股,931151,2019-04-22,光伏产业,成长,,-51.43%,-68.28%,-34.69%,3.3e+02,49.23%,2.5,49.23%,0.76%,0.83%,"光伏ETF(515790), 光伏50(516880), 天弘中证光伏A(011102), 天弘中证光伏产业ETF(159857), 平安中证光伏产业ETF(516180), 天弘中证光伏C(011103), 光伏产业(159863), 招商中证光伏产业指数A(011966), 广发中证光伏产业指数A(012364), 平安中证光伏产业指数A(012722), 招商中证光伏产业指数C(011967), 华泰柏瑞光伏ETF联接A(012679), 华夏中证光伏产业指数发起式A(012885), 汇添富中证光伏产业ETF(516290), 国泰中证光伏产业ETF(159864), 广发中证光伏产业指数C(012365), 平安中证光伏产业指数C(012723), 华夏中证光伏产业指数发起式C(012886), 华泰柏瑞光伏ETF联接C(012680), 国泰中证光伏产业ETF发起联接C(013602), 汇添富中证光伏产业指数增强发起式A(013816), 汇添富中证光伏产业指数增强发起式C(013817), 国泰中证光伏产业ETF发起联接A(013601), 嘉实中证光伏产业指数发起式A(014604), 华安中证光伏产业ETF(159618), 嘉实中证光伏产业指数发起式C(014605), 浦银安盛中证光伏产业ETF(159609), 银华中证光伏产业ETF发起式联接A(012928), 银华中证光伏产业ETF发起式联接C(012929), 博时中证光伏产业指数A(015993), 博时中证光伏产业指数C(015994), 易方达中证光伏产业ETF联接发起式A(017646), 易方达中证光伏产业ETF联接发起式C(017647), 东财中证光伏指数发起式A(018502), 东财中证光伏指数发起式C(018503), 南方中证光伏产业指数发起A(019531), 南方中证光伏产业指数发起C(019532), 鹏华中证光伏产业ETF发起式联接A(021084), 易方达中证光伏产业ETF(562970), 国泰中证光伏产业ETF发起联接E(021698), 鹏华中证光伏产业ETF发起式联接C(021085), 汇添富中证光伏产业ETF发起式联接A(024059), 汇添富中证光伏产业ETF发起式联接C(024060), 平安中证光伏产业指数E(024618)"
A股,931152,2019-04-22,CS创新药,成长,,-48.40%,-64.09%,-30.41%,5e+01,44.66%,4.1,44.66%,8.20%,0.95%,"创新药(159992), 广发创新药ETF(515120), 易方达中证创新药产业ETF(516080), 创新药产业ETF(516060), 建信中证创新药产业ETF(159835), 南方中证创新药产业ETF(159858), 广发创新药ETF联接A(012737), 广发创新药ETF联接C(012738), 银华中证创新药产业ETF发起式联接A(012781), 银华中证创新药产业ETF发起式联接C(012782), 摩根中证创新药产业ETF(560900), 易方达中证创新药产业ETF联接发起式A(019666), 易方达中证创新药产业ETF联接发起式C(019667), 南方中证创新药产业ETF发起联接A(021097), 南方中证创新药产业ETF发起联接C(021098)"
A股,931159,2019-05-16,创新100,成长,,-12.66%,-50.61%,-43.45%,4.1e+01,73.54%,5.1,73.54%,12.44%,1.10%,"诺德研发创新100(007737), 申万菱信中证研发创新100交易型开放式指数联接A(007983), 申万菱信中证研发创新100交易型开放式指数联接C(007984), 申万菱信中证研发创新100交易型开放式指数(515200)"
A股,931160,2013-07-15,通信设备,成长,,15.91%,-49.42%,-56.36%,5.9e+01,99.96%,7.3,99.96%,12.37%,0.83%,"国泰中证全指通信设备ETF(515880), 国泰中证全指通信设备ETF联接C(007818), 国泰中证全指通信设备ETF联接A(007817), 天弘中证全指通信设备指数发起A(020899), 博时中证全指通信设备指数发起式A(020691), 天弘中证全指通信设备指数发起C(020900), 博时中证全指通信设备指数发起式C(020692), 国泰中证全指通信设备ETF联接E(022500)"
A股,931165,2019-04-25,新兴科技100,成长,,-7.63%,-51.62%,-47.62%,4.5e+01,91.53%,7.9,91.53%,17.56%,0.82%,"嘉实新兴科技100ETF联接C(007816), 嘉实新兴科技100ETF联接A(007815), 嘉实新兴科技100ETF(515860)"
A股,931166,2019-04-25,医药健康100,成长,,-51.15%,-62.97%,-24.20%,2.9e+01,29.67%,3.6,29.67%,12.41%,1.69%,"嘉实医药健康100ETF(515960), 嘉实中证医药健康100策略ETF联接A(008154), 嘉实中证医药健康100策略ETF联接C(008155)"
A股,931186,2019-05-30,中证科技,成长,,-1.84%,-46.18%,-45.17%,3.5e+01,55.01%,4.6,55.01%,13.14%,1.12%,"富国中证科技50策略ETF(515750), 富国中证科技50策略ETF联接C(008750), 富国中证科技50策略ETF联接A(008749)"
A股,931187,2019-05-30,科技100,成长,,6.98%,-42.78%,-46.51%,3.4e+01,60.84%,3.5,60.84%,10.29%,1.04%,"华泰柏瑞中证科技100ETF(515580), 华泰柏瑞中证科技100ETF联接C(008400), 华泰柏瑞中证科技100ETF联接A(008399), 天弘中证科技100指数增强发起A(010202), 天弘中证科技100指数增强发起C(010203), 天弘中证科技100指数增强发起E(022544)"
A股,931235,2022-07-21,中证电信,成长,,0.73%,-25.03%,-25.57%,2.6e+01,100.00%,2.5,100.00%,9.62%,2.48%,"易方达中证电信主题ETF(563010), 易方达中证电信主题ETF联接发起式A(019141), 易方达中证电信主题ETF联接发起式C(019142), 汇添富中证电信主题ETF(560300), 汇添富中证电信主题ETF发起式联接A(020632), 电信ETF基金(560690), 汇添富中证电信主题ETF发起式联接C(020633)"
A股,931247,2012-12-21,中证信创,成长,,-22.98%,-56.01%,-42.88%,2.4e+02,94.24%,6.0,94.24%,2.50%,0.41%,"华宝中证信息技术应用创新产业ETF(562030), 汇添富中证信息技术应用创新产业ETF(560850), 华夏中证信息技术应用创新产业ETF(562570), 博时中证信息技术应用创新产业指数发起式A(021314), 汇添富中证信息技术应用创新产业ETF发起式联接A(021602), 博时中证信息技术应用创新产业指数发起式C(021315), 汇添富中证信息技术应用创新产业ETF发起式联接C(021603), 华安中证信息技术应用创新产业指数发起式A(021252), 华安中证信息技术应用创新产业指数发起式C(021253), 华夏中证信息技术应用创新产业ETF发起式联接A(022384), 华夏中证信息技术应用创新产业ETF发起式联接C(022385), 华宝中证信息技术应用创新产业ETF发起式联接A(024050), 华宝中证信息技术应用创新产业ETF发起式联接C(024051)"
A股,931357,2019-11-15,优选消费50,成长,,-39.91%,-56.16%,-27.04%,2.1e+01,8.73%,3.6,8.73%,17.14%,2.01%,"中金中证沪港深优选消费50C(008520), 中金中证沪港深优选消费50A(008519)"
A股,931375,2019-11-25,300质量低波,价值,,-5.80%,-35.07%,-31.07%,1.1e+01,42.28%,1.4,42.28%,12.73%,2.89%,"鹏扬沪深300质量低波A(011132), 鹏扬沪深300质量低波C(011133)"
A股,931380,2019-11-25,科技50,成长,,-29.35%,-63.05%,-47.70%,5.6e+01,67.95%,6.0,67.95%,10.71%,0.78%,"易方达中证科技50ETF(159807), 易方达中证科技50ETF联接A(012717), 易方达中证科技50ETF联接C(012718)"
A股,931395,2020-01-14,沪港深300,宽基,,-18.29%,-46.19%,-34.15%,1.2e+01,70.30%,1.3,70.30%,10.83%,3.12%,"国寿安保中证沪港深300ETF(517300), 易方达中证沪港深300ETF(517030), 国寿安保沪港深300ETF联接A(012663), 国寿安保沪港深300ETF联接C(012664), 易方达中证沪港深300ETF联接发起式A(020102), 易方达中证沪港深300ETF联接发起式C(020103), 兴证全球中证沪港深300指数增强A(023203), 兴证全球中证沪港深300指数增强C(023204)"
A股,931402,2020-01-14,证券先锋,周期,,-9.30%,-43.79%,-38.03%,1.7e+01,51.98%,1.5,51.98%,8.82%,1.59%,华富中证证券公司先锋策略ETF(516980)
A股,931403,2020-01-14,品牌工程,成长,,-23.78%,-50.07%,-34.49%,2.6e+01,29.42%,4.2,29.42%,16.15%,2.22%,"富国中证新华社民族品牌工程ETF(561130), 农银中证新华社民族品牌指数(012394), 富国中证新华社民族品牌工程ETF联接A(014406), 富国中证新华社民族品牌工程ETF联接C(014407)"
A股,931404,2020-02-20,SHS品牌消费50,成长,,-41.76%,-55.70%,-23.94%,1.9e+01,1.55%,4.3,1.55%,22.63%,2.37%,品牌消费(517880)
A股,931406,2020-02-20,5G 50,成长,,10.33%,-49.57%,-54.29%,2.9e+01,64.08%,3.1,64.08%,10.69%,2.01%,博时5G50ETF(159811)
A股,931409,2020-02-20,SHS创新药,成长,,-42.29%,-65.66%,-40.50%,3.8e+01,54.12%,4.3,54.12%,11.32%,0.87%,"创新药50(517120), 国泰中证沪港深创新药产业ETF(517110), 国泰中证沪港深创新药产业ETF发起联接A(014117), 富国中证沪港深创新药产业ETF(159748), 国泰中证沪港深创新药产业ETF发起联接C(014118), 创新药ETF沪港深(159622), 富国中证沪港深创新药产业ETF发起式联接A(019897), 富国中证沪港深创新药产业ETF发起式联接C(019898)"
A股,931446,2020-04-21,东证红利低波,价值,,-4.48%,-15.34%,-11.37%,8.8,76.45%,0.86,76.45%,9.77%,4.19%,"东方红中证东方红红利低波动指数A(012708), 东方红中证东方红红利低波动指数C(012709)"
A股,931456,2020-04-21,中国教育,成长,,-70.34%,-84.39%,-47.37%,5.6e+01,66.49%,3.3,66.49%,5.89%,0.82%,博时全球中国教育（QDII-ETF）(513360)
A股,931461,2009-07-22,电子50,成长,,5.29%,-54.21%,-56.51%,5.6e+01,93.25%,5.8,93.25%,10.36%,0.69%,"华宝中证电子50ETF(515260), 华安中证电子50ETF(515320), 华宝电子ETF联接A(012550), 华宝电子ETF联接C(012551)"
A股,931468,2020-05-21,红利质量,价值,,-12.13%,-36.28%,-27.48%,1.3e+01,0.59%,2.3,0.59%,17.69%,3.07%,"华夏中证红利质量ETF(159758), 华夏中证红利质量ETF发起式联接A(016440), 华夏中证红利质量ETF发起式联接C(016441), 华夏中证红利质量ETF发起式联接D(024263)"
A股,931476,2020-04-30,ESG 120策略,价值,,-16.03%,-44.33%,-33.70%,1.2e+01,76.81%,1.3,76.81%,10.83%,3.27%,"浦银安盛中证ESG 120策略ETF(516720), 英大中证ESG120策略指数A(012854), 英大中证ESG120策略指数C(012855)"
A股,931480,2020-05-06,线上消费,成长,,-39.36%,-65.33%,-42.83%,8e+01,70.29%,3.5,70.29%,4.38%,0.88%,线上消费ETF(159725)
A股,931481,2020-05-06,SHS线上消费,成长,,-40.32%,-67.28%,-45.17%,2.7e+01,35.04%,3.4,35.04%,12.59%,0.86%,平安中证沪港深线上消费主题ETF(159793)
A股,931484,2020-05-06,CS医药创新,成长,*,-68.41%,-75.97%,-23.93%,2.8e+01,17.37%,4.6,17.37%,16.43%,1.68%,平安中证医疗创新ETF(516820)
A股,931494,2020-06-12,消费电子,成长,,4.46%,-55.69%,-57.58%,5.8e+01,94.49%,5.4,94.49%,9.31%,0.70%,"平安中证消费电子主题ETF(561600), 招商中证消费电子主题ETF(159779), 易方达中证消费电子主题ETF(562950), 国泰中证消费电子主题ETF(561310), 富国中证消费电子主题ETF(561100), 平安中证消费电子主题ETF发起式联接A(015894), 富国中证消费电子主题ETF发起式联接A(015876), 富国中证消费电子主题ETF发起式联接C(015877), 平安中证消费电子主题ETF发起式联接C(015895), 招商中证消费电子主题ETF联接A(016007), 招商中证消费电子主题ETF联接C(016008), 易方达中证消费电子主题ETF联接发起式A(018896), 易方达中证消费电子主题ETF联接发起式C(018897), 平安中证消费电子主题ETF发起式联接E(024557)"
A股,931521,2020-07-08,高装细分50,成长,,-22.32%,-55.11%,-42.21%,1.2e+02,60.57%,4.3,60.57%,3.58%,0.52%,"嘉实中证高端装备细分50ETF(159638), 嘉实中证高端装备细分50ETF发起联接A(018027), 嘉实中证高端装备细分50ETF发起联接C(018028)"
A股,931524,2020-07-16,SHS科技龙头,成长,,-20.06%,-60.92%,-51.11%,2.9e+01,62.02%,3.8,62.02%,13.10%,0.88%,"广发中证沪港深科技龙头ETF(517350), 汇添富中证沪港深科技龙头ETF(159723), 鹏华中证沪港深科技龙头指数（LOF）A(160646), 鹏华中证沪港深科技龙头指数(LOF)C(012809), 宝盈中证沪港深科技龙头指数发起式A(015820), 宝盈中证沪港深科技龙头指数发起式C(015821)"
A股,931526,2020-08-24,企业核心竞争力50,成长,,-33.07%,-57.84%,-37.01%,2.8e+01,60.51%,4.3,60.51%,15.36%,1.47%,"漂亮50(561500), 核心50ETF(560650)"
A股,931573,2014-05-21,HKC科技,成长,,-43.49%,-73.34%,-52.82%,2.6e+01,61.66%,3.5,61.66%,13.46%,0.73%,"景顺长城中证港股通科技ETF(513980), 海富通中证港股通科技ETF(513860), 港科技50(513150), 国泰中证港股通科技ETF(513020), 港股科技ETF(159751), 国泰中证港股通科技ETF发起联接A(015739), 国泰中证港股通科技ETF发起联接C(015740), 景顺长城中证港股通科技ETF联接A(016495), 景顺长城中证港股通科技ETF联接C(016496), 兴银中证港股通科技ETF(513560), 海富通中证港股通科技ETF发起联接A(021464), 海富通中证港股通科技ETF发起联接C(021465), 鹏华中证港股通科技ETF发起式联接A(021294), 鹏华中证港股通科技ETF发起式联接C(021295), 融通中证港股通科技指数A(021891), 兴银中证港股通科技ETF发起式联接A(023505), 兴银中证港股通科技ETF发起式联接C(023506), 南方中证港股通科技ETF(159269), 富国中证港股通科技ETF(520860), 华泰柏瑞中证港股通科技ETF发起式联接A(024739), 国投瑞银中证港股通科技指数发起式A(024847), 华泰柏瑞中证港股通科技ETF发起式联接C(024740), 国投瑞银中证港股通科技指数发起式C(024848), 富国中证港股通科技ETF发起式联接(025366)"
A股,931574,2013-05-21,港股科技,成长,,-52.42%,-74.74%,-46.91%,2.6e+01,70.89%,3.3,70.89%,12.69%,0.82%,"南方中证香港科技ETF（QDII）(159747), 招商中证香港科技ETF（QDII）(159750), 招商中证香港科技ETF发起式联接（QDII）A(021633), 招商中证香港科技ETF发起式联接（QDII）C(021634), 国泰君安中证香港科技指数发起（QDII）A(022121), 国泰君安中证香港科技指数发起（QDII）C(022122)"
A股,931582,2020-11-09,数字经济,成长,,-20.24%,-61.31%,-51.49%,6.7e+01,89.48%,6.8,89.48%,10.15%,0.45%,"鹏扬中证数字经济主题ETF(560800), 华安中证数字经济主题ETF(159658), 鹏扬中证数字经济主题ETF发起式联接A(015787), 鹏扬中证数字经济主题ETF发起式联接C(015788), 华安中证数字经济主题ETF发起式联接A(018031), 华安中证数字经济主题ETF发起式联接C(018032), 易方达中证数字经济主题ETF(159311)"
A股,931587,2020-11-09,500价值稳健,中盘价值,,2.45%,-26.16%,-27.93%,1.5e+01,93.52%,1.4,93.52%,9.33%,3.47%,"华夏中证智选500价值稳健策略ETF(159617), 华夏中证智选500价值稳健策略ETF发起式联接A(019001), 华夏中证智选500价值稳健策略ETF发起式联接C(019002)"
A股,931588,2020-11-09,1000价值稳健,价值,,-0.14%,-26.51%,-26.41%,2.1e+01,40.25%,1.4,40.25%,6.67%,2.59%,"华夏中证智选1000价值稳健策略ETF(562530), 华夏中证智选1000价值稳健策略ETF发起式联接A(018732), 华夏中证智选1000价值稳健策略ETF发起式联接C(018733)"
A股,931590,2020-11-09,500成长创新,成长,,-9.98%,-43.96%,-37.75%,2.7e+01,93.52%,3.4,93.52%,12.59%,1.35%,"华夏中证智选500成长创新策略ETF(159620), 华夏中证智选500成长创新策略ETF发起式联接A(021072), 华夏中证智选500成长创新策略ETF发起式联接C(021073)"
A股,931591,2020-11-09,1000成长创新,成长,,1.77%,-41.39%,-42.41%,3.3e+01,56.06%,3.4,56.06%,10.30%,1.24%,"华夏中证智选1000成长创新策略ETF(562520), 华夏中证智选1000成长创新策略ETF发起式联接A(018334), 华夏中证智选1000成长创新策略ETF发起式联接C(018335)"
A股,931637,2021-01-11,HKC互联网,成长,,-28.11%,-64.54%,-50.67%,2.6e+01,47.91%,3.4,47.91%,13.08%,0.76%,"富国中证港股通互联网ETF(159792), 富国中证港股通互联网ETF发起式联接A(014673), 华宝中证港股通互联网ETF(513770), 富国中证港股通互联网ETF发起式联接C(014674), 华宝中证港股通互联网ETF发起式联接A(017125), 华宝中证港股通互联网ETF发起式联接C(017126), 易方达中证港股通互联网ETF(513040), 易方达中证港股通互联网ETF联接发起式A(019313), 易方达中证港股通互联网ETF联接发起式C(019314), 博时港股通互联网ETF(159568), 广发中证港股通互联网指数发起式A(021092), 兴业中证港股通互联网指数发起式A(021377), 广发中证港股通互联网指数发起式C(021093), 兴业中证港股通互联网指数发起式C(021378), 中银中证港股通互联网指数发起A(025186), 中银中证港股通互联网指数发起C(025187)"
A股,931643,2021-06-01,科创创业50,成长,,-10.06%,-60.91%,-56.54%,5.6e+01,81.06%,6.9,81.06%,12.32%,0.71%,"富国中证科创创业50ETF(588380), 易方达中证科创创业50ETF(159781), 华宝双创龙头ETF(588330), 双创50(159782), 天弘中证科创创业50ETF联接A(012894), 招商中证科创创业50ETF(588300), 华夏中证科创创业50ETF(159783), 鹏扬中证科创创业50ETF联接A(012907), 南方中证科创创业50ETF(159780), 国泰中证科创创业50ETF(588360), 嘉实中证科创创业50ETF(588400), 兴银中证科创创业50指数A(012898), 博时中证科创创业50ETF(588390), 兴银中证科创创业50指数C(012899), 天弘中证科创创业50ETF联接C(012895), 鹏扬中证科创创业50ETF联接C(012908), 嘉实中证科创创业50ETF发起联接A(013315), 南方中证科创创业50ETF联接A(013298), 华夏科创创业50ETF发起式联接A(013310), 嘉实中证科创创业50ETF发起联接C(013316), 华宝中证科创创业50ETF发起式联接C(013318), 南方中证科创创业50ETF联接C(013299), 华夏科创创业50ETF发起式联接C(013311), 易方达中证科创创业50ETF联接A(013304), 华宝中证科创创业50ETF发起式联接A(013317), 富国中证科创创业50ETF联接A(013313), 招商中证科创创业50ETF联接A(013302), 富国中证科创创业50ETF联接C(013314), 招商中证科创创业50ETF联接C(013303), 易方达中证科创创业50ETF联接C(013305), 方正富邦科创创业50ETF(588310), 汇添富中证科创创业50指数增强发起式A(014218), 天弘中证科创创业50ETF(159603), 汇添富中证科创创业50指数增强发起式C(014219), 兴银中证科创创业50指数E(016010), 华富中证科创创业50指数增强A(016122), 鹏扬中证科创创业50ETF(588350), 华富中证科创创业50指数增强C(016123), 长信中证科创创业50指数增强A(016729), 易米中证科创创业50指数增强发起A(016392), 创金合信中证科创创业50指数增强A(017412), 广发中证科创创业50增强策略ETF(588320), 长信中证科创创业50指数增强C(016730), 易米中证科创创业50指数增强发起C(016393), 创金合信中证科创创业50指数增强C(017413), 泰康中证科创创业50指数A(017495), 泰康中证科创创业50指数C(017496), 天弘中证科创创业50ETF联接Y(022981), 易方达中证科创创业50ETF联接Y(022910), 华夏科创创业50ETF发起式联接Y(022939), 兴银中证科创创业50ETF(588660)"
A股,931663,2015-03-13,SHS消费龙头,成长,,-51.48%,-61.51%,-20.67%,2e+01,22.30%,3.4,22.30%,17.00%,2.60%,招商中证沪港深消费龙头ETF(517550)
A股,931719,2013-07-15,CS电池,成长,,-33.87%,-69.49%,-53.86%,3.4e+01,62.08%,4.3,62.08%,12.65%,1.23%,"嘉实中证电池主题ETF(562880), 招商中证电池主题ETF(561910), 汇添富中证电池主题ETF发起式联接A(012862), 汇添富中证电池主题ETF发起式联接C(012863), 汇添富中证电池主题ETF(159796), 汇添富中证电池主题ETF发起式联接D(015808), 招商中证电池主题ETF联接A(016019), 富国中证电池主题ETF(561160), 大成中证电池主题指数发起式A(015997), 招商中证电池主题ETF联接C(016020), 大成中证电池主题指数发起式C(015998), 嘉实中证电池主题ETF发起联接A(016566), 嘉实中证电池主题ETF发起联接C(016567), 富国中证电池主题ETF发起式联接A(017222), 富国中证电池主题ETF发起式联接C(017223), 南方中证电池主题指数发起A(018926), 南方中证电池主题指数发起C(018927)"
