930050,"A50ETF基金(159592), 易方达中证A50ETF(563080), 平安中证A50ETF(159593), 摩根中证A50ETF(560350), 嘉实中证A50ETF(562890), 中证A50(563350), 华宝中证A50ETF(159596), 中证A50ETF基金(561230), 富国中证A50ETF(159591), 大成中证A50ETF(159595), 银华中证A50ETF联接A(021208), 摩根中证A50ETF发起式联接A(021177), 嘉实中证A50ETF联接A(021214), 华泰柏瑞中证A50ETF发起式联接A(021222), 华宝中证A50ETF发起式联接A(021216), 富国中证A50ETF发起式联接A(021210), 大成中证A50ETF联接A(021212), 易方达中证A50ETF联接发起式A(021206), 平安中证A50ETF联接A(021183), 工银中证A50ETF联接A(021231), 浦银安盛中证A50指数增强A(021256), 摩根中证A50ETF发起式联接C(021178), 华宝中证A50ETF发起式联接C(021217), 易方达中证A50ETF联接发起式C(021207), 华泰柏瑞中证A50ETF发起式联接C(021223), 富国中证A50ETF发起式联接C(021211), 大成中证A50ETF联接C(021213), 平安中证A50ETF联接C(021184), 大成中证A50ETF联接E(021359), 嘉实中证A50ETF联接C(021215), 银华中证A50ETF联接C(021209), 浦银安盛中证A50指数增强C(021257), 工银中证A50ETF联接C(021232), 中欧中证A50指数A(021889), 博时中证A50ETF发起式联接A(021233), 中欧中证A50指数C(021890), 博时中证A50ETF发起式联接C(021234), 摩根中证A50ETF发起式联接E(022110), 华泰柏瑞中证A50ETF发起式联接E(022262), 永赢中证A50指数增强发起A(022204), 招商中证A50ETF(512250), 永赢中证A50指数增强发起C(022205), 易方达中证A50ETF联接发起式Y(022892), 工银中证A50ETF联接Y(022975), 招商中证A50指数增强发起式A(022849), 广发中证A50指数A(023108), 交银中证A50指数A(023052), 新华中证A50ETF(560820), 鹏华中证A50ETF(512240), 国联中证A50ETF(场内简称：A50指数ETF）(159390), 招商中证A50指数增强发起式C(022850), 广发中证A50指数C(023109), 宏利中证A50指数增强A(023418), 博时中证A50ETF(561750), 天弘中证A50指数A(023431), 交银中证A50指数C(023053), 国联中证A50联接A(024004), 宏利中证A50指数增强C(023419), 天弘中证A50指数C(023432), 易方达中证A50增强策略ETF(512030), 平安中证A50ETF联接E(024491), 国联中证A50联接C(024005)"
930598,"嘉实中证稀土产业ETF(516150), 稀土ETF(516780), 嘉实中证稀土产业ETF联接A(011035), 富国中证稀土产业ETF(159713), 嘉实中证稀土产业ETF联接C(011036), 易方达中证稀土产业ETF(159715), 华泰柏瑞中证稀土产业ETF发起式联接A(014331), 华泰柏瑞中证稀土产业ETF发起式联接C(014332)"
930599,"东财高端制造增强A(011667), 东财高端制造增强C(011668), 天弘中证高端装备制造指数增强A(012212), 天弘中证高端装备制造指数增强C(012213), 东财高端制造增强E(020987), 天弘中证高端装备制造指数增强E(022559)"
930601,"嘉实中证软件服务ETF(159852), 嘉实中证软件服务ETF联接C(012620), 嘉实中证软件服务ETF联接A(012619), 万家中证软件服务ETF发起式联接A(018182), 易方达中证软件服务ETF(562930), 万家中证软件服务ETF发起式联接C(018183), 易方达中证软件服务ETF联接发起式A(019061), 易方达中证软件服务ETF联接发起式C(019062), 博时中证软件服务指数发起式A(019503), 博时中证软件服务指数发起式C(019504), 万家中证软件服务ETF(560360), 天弘中证软件服务指数发起A(021535), 天弘中证软件服务指数发起C(021536)"
930604,"嘉实中证海外中国互联网30ETF（QDII）(159607), 广发中证海外中国互联网30（QDII-ETF）(159605)"
930606,"国泰中证钢铁ETF联接A(008189), 国泰中证钢铁ETF联接C(008190), 国泰中证钢铁ETF(515210), 国泰中证钢铁ETF(515213), 国泰中证钢铁ETF联接E(022586)"
930608,"基建ETF(516950), 国泰中证基建ETF(159619), 华夏中证基建ETF(159635), 国泰中证基建ETF发起联接A(016836), 华安中证基建指数发起式A(016908), 国泰中证基建ETF发起联接C(016837), 华安中证基建指数发起式C(016909), 华夏中证基建ETF发起式联接A(017683), 华夏中证基建ETF发起式联接C(017684)"
930614,"国泰中证环保产业50ETF(159861), 国泰中证环保产业50ETF联接A(012503), 国泰中证环保产业50ETF联接C(012504), 国泰中证环保产业50ETF联接E(021610)"
930625,"嘉实中证沪港深互联网ETF(517200), 互联网50(517050), 互联网龙头ETF(159856), 东财中证沪港深互联网ETF发起式联接A(012371), 汇添富中证沪港深互联网ETF(159729), 东财中证沪港深互联网ETF发起式联接C(012372), 东财中证沪港深互联网ETF发起式联接E(021358), 互联网ETF沪港深(159550)"
930629,
930632,"华富中证稀有金属主题ETF(561800), 嘉实中证稀有金属主题ETF(562800), 广发中证稀有金属ETF(159608), 嘉实中证稀有金属主题ETF发起联接A(014110), 华宝中证稀有金属指数增强发起A(013942), 嘉实中证稀有金属主题ETF发起联接C(014111), 华宝中证稀有金属指数增强发起C(013943), 稀有金属ETF基金(159671), 工银中证稀有金属主题ETF发起式联接A(019087), 工银中证稀有金属主题ETF发起式联接C(019088), 广发中证稀有金属ETF发起式联接A(019874), 广发中证稀有金属ETF发起式联接C(019875)"
930633,"富国中证旅游主题ETF(159766), 华夏中证旅游主题ETF(562510)"
930641,"汇添富中证中药ETF联接（LOF）A(501011), 汇添富中证中药ETF联接（LOF）C(501012), 中医药(561510), 汇添富中证中药ETF(560080), 中药ETF(159647), 中药(562390), 鹏华中证中药ETF联接A(016891), 鹏华中证中药ETF联接C(016892)"
930648,博时智能消费ETF(515920)
930651,"天弘中证计算机主题ETF联接A(001629), 天弘中证计算机主题ETF联接C(001630), 国泰中证计算机主题ETF联接A(160224), 国泰中证计算机主题ETF(512720), 天弘中证计算机主题ETF(159998), 国泰中证计算机主题ETF联接C(010210), 国泰中证计算机主题ETF联接E(022541)"
930652,"天弘中证电子ETF联接A(001617), 天弘中证电子ETF联接C(001618), 天弘中证电子ETF(159997)"
930653,"天弘中证食品饮料ETF联接C(001632), 天弘中证食品饮料ETF联接A(001631), 天弘中证食品饮料ETF(159736), 东财食品饮料指数增强C(012341), 东财食品饮料指数增强A(012340), 东财食品饮料指数增强E(022178)"
930662,易方达中证现代农业主题ETF(562900)
930697,"广发中证全指家用电器ETF联接A(005063), 广发中证全指家用电器ETF联接C(005064), 国泰中证全指家用电器ETF联接A(008713), 国泰中证全指家用电器ETF(159996), 国泰中证全指家用电器ETF联接C(008714), 富国中证全指家用电器ETF(561120), 广发中证全指家用电器ETF(560880), 富国中证全指家用电器ETF发起式联接A(017226), 富国中证全指家用电器ETF发起式联接C(017227), 嘉实中证全指家用电器指数发起式A(018564), 嘉实中证全指家用电器指数发起式C(018565), 国泰中证全指家用电器ETF联接E(022483), 南方中证全指家用电器指数发起(024315)"
930707,"招商中证畜牧养殖ETF(516670), 平安中证畜牧养殖ETF(516760), 国泰中证畜牧养殖ETF(159865), 畜牧ETF(159867), 国泰中证畜牧养殖ETF联接A(012724), 国泰中证畜牧养殖ETF联接C(012725), 招商中证畜牧养殖ETF联接A(014414), 招商中证畜牧养殖ETF联接C(014415), 国泰中证畜牧养殖ETF联接E(022475)"
930708,"华宝中证有色金属ETF(159876), 东财有色增强A(011630), 有色金属(159871), 东财有色增强C(011631), 国泰中证有色金属ETF(159881), 华宝中证有色金属ETF发起式联接A(017140), 华宝中证有色金属ETF发起式联接C(017141), 东财有色增强E(020735)"
930709,易方达中证香港证券投资主题（港股通）ETF(513090)
930712,"物联网(516330), 华夏中证物联网主题ETF(516260), 南方中证物联网主题ETF(159896), 易方达中证物联网主题ETF(159895), 招商中证物联网主题ETF(159701), 易方达中证物联网主题ETF联接发起式A(019167), 易方达中证物联网主题ETF联接发起式C(019168), 华夏物联网ETF联接A(019975), 华夏中证物联网主题ETF发起式联接C(019976), 南方中证物联网主题ETF发起联接A(023196), 南方中证物联网主题ETF发起联接C(023197)"
930713,"融通人工智能指数(LOF)A(161631), 华夏中证人工智能主题ETF(515070), 平安人工智能ETF(512930), 华夏中证人工智能主题ETF联接C(008586), 易方达中证人工智能主题ETF(159819), 融通人工智能指数(LOF)C(009239), 华夏人工智能ETF联接A(008585), 西部利得中证人工智能主题指数增强A(011832), 西部利得中证人工智能主题指数增强C(011833), 天弘中证人工智能A(011839), 天弘中证人工智能C(011840), 易方达中证人工智能主题ETF联接A(012733), 易方达中证人工智能主题ETF联接C(012734), 华夏中证人工智能主题ETF联接D(021580), 中欧中证人工智能主题指数发起A(023461), 平安中证人工智能主题ETF发起式联接A(023384), 中欧中证人工智能主题指数发起C(023462), 平安中证人工智能主题ETF发起式联接C(023385), 万家中证人工智能主题ET(159248), 平安中证人工智能主题ETF发起式联接E(024610)"
930716,"富国中证现代物流ETF(516910), 物流快递(516530)"
930719,"汇添富中证精准医疗指数（LOF）C(501006), 汇添富中证精准医疗指数（LOF）A(501005)"
930721,"富国中证智能汽车指数（LOF）A(161033), 富国中证智能汽车主题ETF(515250), 天弘中证智能汽车A(010955), 智能驾驶(516520), 天弘中证智能汽车C(010956), 华夏中证智能汽车主题ETF(159888), 国泰中证智能汽车主题ETF(159889), 富国中证智能汽车指数（LOF）C(013292), 汇添富中证智能汽车主题ETF(159795)"
930723,
930726,"国泰中证生物医药ETF联接C(006757), 国泰中证生物医药ETF(512290), 国泰中证生物医药ETF联接A(006756), 国泰中证生物医药ETF联接E(022498)"
930740,"嘉实沪深300红利低波动ETF(515300), 嘉实沪深300红利低波动ETF联接C(007606), 嘉实沪深300红利低波动ETF联接A(007605), 嘉实沪深300红利低波动ETF联接Y(022897), 中加沪深300红利低波动指数(024906)"
930743,"汇添富中证生物科技指数（LOF）A(501009), 汇添富中证生物科技指数（LOF）C(501010), 易方达中证生物科技主题ETF(159837), 招商中证生物科技主题ETF(159849), 华夏中证生物科技主题ETF(516500), 生物科技ETF基金(516930), 华夏中证生物科技主题ETF发起式联接A(017604), 华夏中证生物科技主题ETF发起式联接C(017605), 易方达中证生物科技主题ETF联接发起式A(019324), 易方达中证生物科技主题ETF联接发起式C(019325)"
930746,
930758,"浙商之江凤凰ETF(512190), 浙商之江凤凰联接A(007431), 浙商之江凤凰联接C(019292)"
930771,
930781,"影视ETF(159855), 国泰中证影视主题ETF(516620)"
930782,"景顺长城中证500行业中性低波动指数A(003318), 华安中证500低波ETF(512260), 景顺长城中证500行业中性低波动指数C(019359)"
930790,"富国中证娱乐主题指数增强型（LOF）A(161036), 富国中证娱乐主题指数增强型（LOF）C(014256)"
930791,"富国中证医药主题指数增强型（LOF）A(161035), 天弘中证医药主题指数增强A(012401), 富国中证医药主题指数增强型（LOF）C(005626), 天弘中证医药主题指数增强C(012402), 天弘中证医药主题指数增强E(022558)"
930792,"鹏华中证香港银行指数（LOF）A(501025), 泰康香港银行指数A(006809), 泰康香港银行指数C(006810), 鹏华中证香港银行指数(LOF)C(010365)"
930794,"天弘中证中美互联网C(009226), 天弘中证中美互联网A(009225)"
930820,"富国中证高端制造指数增强型（LOF）A(161037), 富国中证高端制造指数增强型（LOF）C(005627)"
930821,VRETF(159786)
930838,
930839,"民生加银港股通高股息A(004532), 民生加银中证港股通指数C(004533), 港股红利ETF(159691), 工银中证港股通高股息精选ETF联接A(024247), 工银中证港股通高股息精选ETF联接C(024248)"
930846,
930850,华宝中证智能制造主题ETF(516800)
930851,"融通中证云计算与大数据主题指数（LOF）A(161628), 易方达中证云计算与大数据主题ETF(516510), 招商中证云计算ETF(159890), 东财云计算指数增强A(012321), 华夏中证云计算与大数据主题ETF(516630), 东财云计算指数增强C(012322), 大数据ETF(159739), 融通中证云计算与大数据主题指数（LOF）C(014130), 易方达中证云计算与大数据主题ETF联接发起式A(017853), 易方达中证云计算与大数据主题ETF联接发起式C(017854), 华夏云计算与大数据ETF联接A(019868), 华夏中证云计算与大数据主题ETF发起式联接C(019869), 广发中证云计算与大数据ETF(159527), 广发中证云计算与大数据ETF发起式联接A(021397), 广发中证云计算与大数据ETF发起式联接C(021398), 鹏华中证云计算与大数据主题ETF发起式联接A(021090), 招商中证云计算与大数据主题ETF发起式联接A(021716), 鹏华中证云计算与大数据主题ETF发起式联接C(021091), 招商中证云计算与大数据主题ETF发起式联接C(021717), 华安中证云计算与大数据主题指数发起式A(019989), 华安中证云计算与大数据主题指数发起式C(019990)"
930875,"鹏华空天军工指数（LOF）A(160643), 鹏华空天军工指数C（LOF）(010364)"
930901,"国泰中证动漫游戏ETF(516010), 游戏动漫(516770), 华夏中证动漫游戏ETF(159869), 国泰中证动漫游戏ETF联接A(012728), 国泰中证动漫游戏ETF联接C(012729), 华夏中证动漫游戏ETF发起式联接A(012768), 华夏中证动漫游戏ETF发起式联接C(012769), 国泰中证动漫游戏ETF联接E(022481), 华夏中证动漫游戏ETF发起式联接D(023715)"
930902,"富国中证大数据产业ETF(515400), 华夏中证大数据产业ETF(516000), 华宝大数据ETF(516700), 富国中证大数据产业ETF发起式联接A(018134), 富国中证大数据产业ETF发起式联接C(018135), 华夏中证大数据产业ETF发起式联接A(020335), 华夏中证大数据产业ETF发起式联接C(020336), 华夏中证大数据产业ETF发起式联接D(023779)"
930914,"汇添富中证港股通高股息投资ETF联接（LOF）C(501306), 汇添富中证港股通高股息投资ETF联接（LOF）A(501305), 港股红利(513530), 华泰柏瑞中证港股通高股息投资ETF发起式联接A(018387), 华泰柏瑞中证港股通高股息投资ETF发起式联接C(018388), 汇添富中证港股通高股息投资ETF(513820), 国泰中证港股通高股息投资ETF(159331), 港股高股息ETF(159302), 天弘中证港股通高股息投资指数发起A(022072), 国泰中证港股通高股息投资ETF发起联接A(022274), 天弘中证港股通高股息投资指数发起C(022073), 国泰中证港股通高股息投资ETF发起联接C(022275), 华泰柏瑞中证港股通高股息投资ETF发起式联接I(022663), 嘉实中证港股通高股息投资ETF(513830), 国泰君安中证港股通高股息投资指数发起（QDII）A(023073), 长城中证港股通高股息指数发起（QDII）A(022325), 国泰君安中证港股通高股息投资指数发起（QDII）C(023074), 易方达中证港股通高股息投资指数发起式A(023389), 易方达中证港股通高股息投资指数发起式C(023390), 长城中证港股通高股息指数发起（QDII）C(022326), 中银中证港股通高股息投资指数型证券投资基金(023104), 中银中证港股通高股息投资指数C(023105), 嘉实中证港股通高股息投资ETF发起联接A(024705), 富国中证港股通高股息投资ETF(159277), 东方红中证港股通高股息投资指数A(024227), 嘉实中证港股通高股息投资ETF发起联接C(024706), 东方红中证港股通高股息投资指数C(024228)"
930931,"港股通50(513550), 华夏中证港股通50ETF(159711), 国泰中证港股通50ETF(159712), 华夏中证港股通50ETF发起式联接A(018721), 华夏中证港股通50ETF发起式联接C(018722)"
930938,
930939,"鹏扬中证500质量成长ETF联接C(007594), 鹏扬中证500质量成长ETF联接A(007593), 鹏扬中证500质量成长ETF(560500), 易方达中证500质量成长ETF(159606), 易方达中证500质量成长ETF联接发起式A(019320), 易方达中证500质量成长ETF联接发起式C(019321), 500成长(562340)"
930949,
930955,"天弘中证红利低波动100ETF联接A(008114), 天弘中证红利低波动100ETF联接C(008115), 景顺长城中证红利低波动100ETF(515100), 景顺长城中证红利低波动100ETF联接A(016128), 景顺长城中证红利低波动100ETF联接C(016129), 天弘中证红利低波动100ETF(159549), 博时中证红利低波动100指数发起式A(019853), 博时中证红利低波动100指数发起式C(019854), 交银中证红利低波动100指数A(020156), 招商中证红利低波动100指数发起式A(020672), 大成中证红利低波动100ETF(560520), 博时中证红利低波100ETF(159307), 交银中证红利低波动100指数C(020157), 招商中证红利低波动100指数发起式C(020673), 博时中证红利低波动100ETF联接A(021550), 银河中证红利低波动100指数A(021388), 中欧中证红利低波动100指数发起A(021375), 博时中证红利低波动100ETF联接C(021551), 银河中证红利低波动100指数C(021389), 中欧中证红利低波动100指数发起C(021376), 长城中证红利低波100ETF联接A(022097), 长盛中证红利低波动100指数A(022342), 长城中证红利低波100ETF联接C(022098), 天弘中证红利低波动100ETF联接Y(022980), 长盛中证红利低波动100指数C(022343), 长城中证红利低波100ETF(159228), 汇安中证红利低波动100指数(024220)"
930965,"香港医药(513700), 平安中证港股医药ETF(159718), 港股通医药ETF(159776), 易方达中证港股通医药卫生综合ETF(513200), 易方达中证港股通医药卫生综合ETF联接发起式A(018557), 易方达中证港股通医药卫生综合ETF联接发起式C(018558), 平安中证港股医药ETF联接A(019598), 平安中证港股医药ETF联接C(019599), 鹏华中证港股通医药卫生ETF发起式联接A(021088), 鹏华中证港股通医药卫生ETF发起式联接C(021089), 平安中证港股医药ETF联接E(024544)"
930986,"华宝中证金融科技主题ETF(159851), 华夏中证金融科技主题ETF(516100), 博时金融科技ETF(516860), 华宝中证金融科技主题ETF发起式联接C(013478), 华宝中证金融科技主题ETF发起式联接A(013477), 博时中证金融科技主题ETF联接A(023536), 华夏中证金融科技主题ETF发起式联接A(023884), 华夏中证金融科技主题ETF发起式联接C(023885), 博时中证金融科技主题ETF联接C(023537), 汇添富中证金融科技主题ETF(159103), 易方达中证金融科技主题ETF(159299)"
930997,"汇添富中证新能源汽车产业指数（LOF）C(501058), 汇添富中证新能源汽车产业指数（LOF）A(501057), 平安中证新能源汽车产业ETF(515700), 平安中证新能车ETF联接A(012698), 汇添富中证新能源汽车产业ETF(516390), 平安中证新能源汽车ETF发起联接C(012699), 平安中证新能源汽车ETF发起联接E(024504)"
931000,粤港澳大湾区ETF(512970)
931008,"广发中证全指汽车指数A(004854), 广发中证全指汽车指数C(004855), 广发中证全指汽车ETF(159512), 南方中证全指汽车指数发起A(021770), 南方中证全指汽车指数发起C(021771)"
931009,"广发中证全指建筑材料指数A(004856), 广发中证全指建筑材料指数C(004857), 国泰中证全指建筑材料ETF(159745), 富国中证全指建筑材料ETF(516750), 易方达中证全指建筑材料ETF(159787)"
931024,"广发中证港股通非银ETF(513750), 广发中证港股通非银ETF发起式联接A(020500)"
931025,
931027,"泰康港股通大消费指数C(006787), 泰康港股通大消费指数A(006786)"
931039,"招商中证银行AH价格优选ETF(517900), 招商中证银行AH价格优选ETF发起式联接A(016572), 招商中证银行AH价格优选ETF发起式联接C(016573)"
931052,"富国中证价值ETF(512040), 富国中证价值ETF联接A(006748), 富国中证价值ETF联接C(007191)"
931066,富国中证军工龙头ETF(512710)
931067,
931068,"消费龙头LOF(501090), 华宝消费龙头C(009329), 招商中证消费龙头指数增强A(011853), 招商中证消费龙头指数增强C(011854), 华宝消费龙头ETF(516130), 消费龙头ETF(159520)"
931069,"中金中证优选300指数(LOF)A(501060), 中金中证优选300指数(LOF)C(501061), 中金中证优选300指数(LOF)B(023711)"
931071,"华富中证人工智能产业ETF(515980), 华富人工智能ETF联接A(008020), 华富人工智能ETF联接C(008021)"
931079,"华夏中证5G通信主题ETF(515050), 华夏中证5G通信主题ETF联接A(008086), 华夏中证5G通信主题ETF联接C(008087), 5GETF(159994), 银华中证5G通信主题ETF联接A(008889), 银华中证5G通信主题ETF联接C(010524), 华夏中证5G通信主题ETF联接D(023765)"
931087,"华宝科技ETF联接C(007874), 华宝中证科技龙头ETF(515000), 华宝科技ETF联接A(007873), 科技龙头ETF(516050)"
931130,
931139,"富国中证消费50ETF(515650), 富国中证消费50ETF联接A(008975), 东兴中证消费50A(009116), 富国中证消费50ETF联接C(008976), 东兴中证消费50C(009117), 易方达中证消费50ETF(159798), 国联安消费50ETF(159670)"
931140,"富国中证医药50ETF(515950), 博时医药50ETF(159838), 富国中证医药50ETF联接A(012801), 富国中证医药50ETF联接C(012802)"
931142,"东方红中证竞争力指数A(007657), 东方红中证竞争力指数C(007658)"
931144,"东财通信A(008326), 东财通信C(008327)"
931151,"光伏ETF(515790), 光伏50(516880), 天弘中证光伏A(011102), 天弘中证光伏产业ETF(159857), 平安中证光伏产业ETF(516180), 天弘中证光伏C(011103), 光伏产业(159863), 招商中证光伏产业指数A(011966), 广发中证光伏产业指数A(012364), 平安中证光伏产业指数A(012722), 招商中证光伏产业指数C(011967), 华泰柏瑞光伏ETF联接A(012679), 华夏中证光伏产业指数发起式A(012885), 汇添富中证光伏产业ETF(516290), 国泰中证光伏产业ETF(159864), 广发中证光伏产业指数C(012365), 平安中证光伏产业指数C(012723), 华夏中证光伏产业指数发起式C(012886), 华泰柏瑞光伏ETF联接C(012680), 国泰中证光伏产业ETF发起联接C(013602), 汇添富中证光伏产业指数增强发起式A(013816), 汇添富中证光伏产业指数增强发起式C(013817), 国泰中证光伏产业ETF发起联接A(013601), 嘉实中证光伏产业指数发起式A(014604), 华安中证光伏产业ETF(159618), 嘉实中证光伏产业指数发起式C(014605), 浦银安盛中证光伏产业ETF(159609), 银华中证光伏产业ETF发起式联接A(012928), 银华中证光伏产业ETF发起式联接C(012929), 博时中证光伏产业指数A(015993), 博时中证光伏产业指数C(015994), 易方达中证光伏产业ETF联接发起式A(017646), 易方达中证光伏产业ETF联接发起式C(017647), 东财中证光伏指数发起式A(018502), 东财中证光伏指数发起式C(018503), 南方中证光伏产业指数发起A(019531), 南方中证光伏产业指数发起C(019532), 鹏华中证光伏产业ETF发起式联接A(021084), 易方达中证光伏产业ETF(562970), 国泰中证光伏产业ETF发起联接E(021698), 鹏华中证光伏产业ETF发起式联接C(021085), 汇添富中证光伏产业ETF发起式联接A(024059), 汇添富中证光伏产业ETF发起式联接C(024060), 平安中证光伏产业指数E(024618)"
931152,"创新药(159992), 广发创新药ETF(515120), 易方达中证创新药产业ETF(516080), 创新药产业ETF(516060), 建信中证创新药产业ETF(159835), 南方中证创新药产业ETF(159858), 广发创新药ETF联接A(012737), 广发创新药ETF联接C(012738), 银华中证创新药产业ETF发起式联接A(012781), 银华中证创新药产业ETF发起式联接C(012782), 摩根中证创新药产业ETF(560900), 易方达中证创新药产业ETF联接发起式A(019666), 易方达中证创新药产业ETF联接发起式C(019667), 南方中证创新药产业ETF发起联接A(021097), 南方中证创新药产业ETF发起联接C(021098)"
931155,
931157,"景顺长城沪港深红利成长低波指数A类(007751), 景顺长城沪港深红利成长低波指数C类(007760), 景顺长城沪港深红利成长低波指数E类(021735)"
931159,"诺德研发创新100(007737), 申万菱信中证研发创新100交易型开放式指数联接A(007983), 申万菱信中证研发创新100交易型开放式指数联接C(007984), 申万菱信中证研发创新100交易型开放式指数(515200)"
931160,"国泰中证全指通信设备ETF(515880), 国泰中证全指通信设备ETF联接C(007818), 国泰中证全指通信设备ETF联接A(007817), 天弘中证全指通信设备指数发起A(020899), 博时中证全指通信设备指数发起式A(020691), 天弘中证全指通信设备指数发起C(020900), 博时中证全指通信设备指数发起式C(020692), 国泰中证全指通信设备ETF联接E(022500)"
931165,"嘉实新兴科技100ETF联接C(007816), 嘉实新兴科技100ETF联接A(007815), 嘉实新兴科技100ETF(515860)"
931166,"嘉实医药健康100ETF(515960), 嘉实中证医药健康100策略ETF联接A(008154), 嘉实中证医药健康100策略ETF联接C(008155)"
931167,
931168,
931186,"富国中证科技50策略ETF(515750), 富国中证科技50策略ETF联接C(008750), 富国中证科技50策略ETF联接A(008749)"
931187,"华泰柏瑞中证科技100ETF(515580), 华泰柏瑞中证科技100ETF联接C(008400), 华泰柏瑞中证科技100ETF联接A(008399), 天弘中证科技100指数增强发起A(010202), 天弘中证科技100指数增强发起C(010203), 天弘中证科技100指数增强发起E(022544)"
931230,"易方达中证汽车零部件主题ETF(159565), 华夏中证汽车零部件主题ETF(562700), 易方达中证汽车零部件主题ETF联接发起式A(021140), 平安中证汽车零部件主题ETF(159306), 博时中证汽车零部件主题指数发起式A(021035), 易方达中证汽车零部件主题ETF联接发起式C(021141), 博时中证汽车零部件主题指数发起式C(021036), 天弘中证汽车零部件主题指数发起A(021621), 天弘中证汽车零部件主题指数发起C(021622), 华夏中证汽车零部件主题ETF发起式联接A(022386), 华夏中证汽车零部件主题ETF发起式联接C(022387), 平安中证汽车零部件主题ETF联接A(022731), 平安中证汽车零部件主题ETF联接C(022732), 平安中证汽车零部件主题ETF联接E(024542)"
931233,"华夏中证港股通央企红利ETF(513910), 华夏港股通央企红利ETF联接A(021142), 华夏中证港股通央企红利ETF发起式联接C(021143), 中欧中证港股通央企红利指数发起(QDII)A(021583), 中欧中证港股通央企红利指数发起(QDII)C(021584), 万家中证港股通央企红利ETF(159333), 国投瑞银中证港股通央企红利指数发起式A(022151), 国投瑞银中证港股通央企红利指数发起式C(022152), 万家中证港股通央企红利ETF联接A(023572), 万家中证港股通央企红利ETF联接C(023573), 港股通央企红利ETF(159266), 永赢中证港股通央企红利指数(023534), 天弘中证港股通央企红利ETF(159281)"
931235,"易方达中证电信主题ETF(563010), 易方达中证电信主题ETF联接发起式A(019141), 易方达中证电信主题ETF联接发起式C(019142), 汇添富中证电信主题ETF(560300), 汇添富中证电信主题ETF发起式联接A(020632), 电信ETF基金(560690), 汇添富中证电信主题ETF发起式联接C(020633)"
