2026-01-07,stockCode,publishDate,stockName,style,hasPosition,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,pe,pe10pos,pb,pb10pos,roe,div,funds
A股,H11052,2009-07-22,智能电车,成长,,-25.78%,-61.52%,-48.15%,3.4e+01,49.38%,4.2,64.42%,12.35%,1.06%,"易方达中证智能电动汽车ETF(516590), 智能车TK(159720), 华宝智能电动汽车ETF(516380), 浦银安盛中证智能电动汽车ETF(560000), 华宝中证智能电动汽车ETF发起式联接A(013475), 华宝中证智能电动汽车ETF发起式联接C(013476)"
A股,H11136,2011-09-20,中国互联网,成长,,-55.04%,-78.81%,-52.87%,2.1e+01,21.51%,3.0,34.08%,14.29%,0.84%,"交银中证海外中国互联网指数(LOF)A(164906), 交银中证海外中国互联网指数(LOF)C(013945)"
A股,H30007,2012-12-20,芯片产业,成长,,5.27%,-60.78%,-62.74%,1.4e+02,97.28%,7.8,89.33%,5.57%,0.12%,"天弘中证芯片产业ETF发起联接A(012552), 汇添富中证芯片产业ETF(516920), 富国中证芯片产业ETF(516640), 天弘中证芯片产业ETF发起联接C(012553), 东财中证芯片ETF发起式联接A(013445), 东财中证芯片ETF发起式联接C(013446), 易方达中证芯片产业ETF(516350), 汇添富中证芯片产业指数增强发起式A(014193), 汇添富中证芯片产业指数增强发起式C(014194), 富国中证芯片产业ETF发起式联接A(014776), 富国中证芯片产业ETF发起式联接C(014777), 嘉实中证芯片产业指数发起式A(015336), 嘉实中证芯片产业指数发起式C(015337), 易方达中证芯片产业ETF联接发起式A(018411), 易方达中证芯片产业ETF联接发起式C(018412), 景顺长城中证芯片产业ETF(159560), 中欧中证芯片产业指数发起A(020478), 中欧中证芯片产业指数发起C(020483), 芯片ETF基金(159599), 天弘中证芯片产业ETF(159310), 汇添富中证芯片产业ETF发起式联接A(020630), 大成中证芯片产业指数发起式A(020853), 东财中证芯片ETF发起式联接E(021344), 大成中证芯片产业指数发起式C(020854), 汇添富中证芯片产业ETF发起式联接C(020631), 景顺长城中证芯片产业ETF联接 A(024972), 景顺长城中证芯片产业ETF联接 C(024973)"
A股,H30015,2012-12-21,800汽车,成长,,-2.39%,-41.31%,-39.87%,2.5e+01,62.44%,2.5,80.56%,10.00%,1.58%,"国泰中证800汽车与零部件ETF(516110), 国泰中证800汽车与零部件ETF发起联接A(012973), 国泰中证800汽车与零部件ETF发起联接C(012974), 国泰中证800汽车与零部件ETF发起联接E(021689)"
A股,H30035,2012-12-21,300非银,价值,,-8.42%,-48.29%,-43.54%,1.1e+01,3.01%,1.6,46.91%,14.55%,2.01%,"易方达沪深300非银ETF联接A(000950), 易方达沪深300非银ETF(512070), 易方达沪深300非银ETF联接C(007882)"
A股,H30089,2013-07-02,红利潜力,价值,,-23.14%,-39.18%,-20.87%,1.7e+01,44.44%,3.1,91.10%,18.24%,3.66%,"建信中证红利潜力指数C(007672), 建信中证红利潜力指数A(007671), 山西证券中证红利潜力ETF联接  (008149)"
A股,H30094,2013-07-02,消费红利,成长,,-26.83%,-46.60%,-27.02%,1.9e+01,2.14%,4.3,15.82%,22.63%,4.07%,"方正富邦消费红利指数增强（LOF）(501089), 宏利消费红利指数A(008928), 宏利消费红利指数C(008929)"
A股,H30178,2013-07-15,医疗保健,成长,,-58.24%,-67.19%,-21.43%,4.6e+01,49.79%,3.2,8.20%,6.96%,1.45%,"天弘中证全指医疗保健设备与服务ETF(159873), 医服ETF(516610), 建信中证全指医疗保健设备与服务ETF(159891), 保健ETF(516790), 南方中证全指医疗保健设备与服务ETF(159877), 南方中证全指医疗保健设备与服务ETF发起联接A(019452), 南方中证全指医疗保健设备与服务ETF发起联接C(019453), 中欧中证全指医疗保健设备与服务指数发起A(021714), 中欧中证全指医疗保健设备与服务指数发起C(021715)"
A股,H30184,2013-07-15,半导体,成长,,4.75%,-62.54%,-64.24%,1.3e+02,98.06%,7.6,86.49%,5.85%,0.14%,"国联安半导体ETF(512480), 国联安中证全指半导体产品与设备ETF联接A(007300), 国联安中证全指半导体产品与设备ETF联接C(007301)"
A股,H30199,2013-07-15,电力指数,价值,,-9.41%,-41.17%,-35.06%,1.8e+01,35.96%,1.7,44.98%,9.44%,2.56%,"广发中证全指电力ETF(159611), 电力ETF(561560), 博时中证全指电力公用事业ETF(561700), 电力(562350), 广发中证全指电力ETF发起式联接A(016185), 广发中证全指电力ETF发起式联接C(016186), 博时中证全指电力ETF发起式联接A(017481), 博时中证全指电力ETF发起式联接C(017482), 南方中证全指电力公用事业ETF(560580), 华泰柏瑞中证全指电力ETF发起式联接A(018172), 华泰柏瑞中证全指电力ETF发起式联接C(018173), 南方中证全指电力公用事业ETF发起联接A(021752), 南方中证全指电力公用事业ETF发起联接C(021753)"
A股,H30202,2013-07-15,软件指数,成长,,-29.34%,-63.05%,-47.71%,2.5e+02,92.87%,6.1,65.03%,2.44%,0.51%,"国泰中证全指软件ETF(515230), 国泰中证全指软件ETF联接A(012636), 国泰中证全指软件ETF联接C(012637), 招商中证全指软件ETF(159899), 招商中证全指软件ETF发起式联接A(018385), 招商中证全指软件ETF发起式联接C(018386), 华泰紫金中证全指软件指数型发起A(021614), 国泰中证全指软件ETF联接E(021672), 华泰紫金中证全指软件指数型发起 C(021615), 汇添富中证全指软件ETF(159590), 汇添富中证全指软件ETF发起式联接A(023254), 汇添富中证全指软件ETF发起式联接C(023255)"
A股,H30217,2013-07-15,医疗器械,成长,,-54.47%,-63.68%,-20.23%,4.7e+01,64.58%,3.1,9.64%,6.60%,1.46%,"医疗器械ETF(159883), 招商中证全指医疗器械ETF(159898), 永赢中证全指医疗器械ETF发起联接C(013416), 永赢中证全指医疗器械ETF发起联接A(013415), 汇添富中证全指医疗器械ETF(159797), 汇添富中证全指医疗器械ETF发起式联接A(017632), 汇添富中证全指医疗器械ETF发起式联接C(017633), 汇添富中证全指医疗器械ETF发起式联接D(017634), 招商中证全指医疗器械ETF发起式联接A(018395), 招商中证全指医疗器械ETF发起式联接C(018396), 华夏中证全指医疗器械ETF(562600), 华夏中证全指医疗器械ETF发起式联接A(021250), 华夏中证全指医疗器械ETF发起式联接C(021251), 华安中证全指医疗器械指数发起式A(021469), 华安中证全指医疗器械指数发起式C(021470)"
A股,H30269,2013-12-19,红利低波,价值,,-6.35%,-43.62%,-39.80%,8.4,77.27%,0.88,58.90%,10.48%,4.40%,"创金合信中证红利低波动指数A(005561), 创金合信中证红利低波动指数C(005562), 红利低波(512890), 华泰柏瑞中证红利低波ETF联接C(007467), 华泰柏瑞中证红利低波ETF联接A(007466), 易方达中证红利低波动ETF(563020), 华夏中证红利低波动ETF(159547), 富国中证红利低波动ETF(159525), 易方达中证红利低波动ETF联接发起式A(020602), 红利TK(560150), 易方达中证红利低波动ETF联接发起式C(020603), 华夏中证红利低波动ETF发起式联接A(021482), 华安中证红利低波动指数发起式A(019911), 华夏中证红利低波动ETF发起式联接C(021483), 新华中证红利低波动ETF(560890), 华安中证红利低波动指数发起式C(019912), 富国中证红利低波动ETF发起式联接A(021707), 泰康红利低波ETF联接A(021415), 富国中证红利低波动ETF发起式联接C(021708), 华泰柏瑞中证红利低波ETF联接I(022678), 创金合信中证红利低波动指数Y(022900), 华泰柏瑞中证红利低波ETF联接Y(022951), 泰康红利低波ETF联接C(021418), 中欧中证红利低波动指数A(023613), 中欧中证红利低波动指数C(023614), 兴银中证红利低波动指数发起A(024630), 兴银中证红利低波动指数发起C(024631)"
A股,H30455,2014-11-28,沪港深500,宽基,,-13.34%,-46.51%,-38.28%,1.4e+01,90.48%,1.4,82.35%,10.00%,2.95%,"沪港深(517000), 汇添富中证沪港深500ETF(517080), 富国中证沪港深500ETF(517100), 华夏中证沪港深500ETF(517170), 富国中证沪港深500ETF联接A(012275), 易方达中证沪港深500ETF(517010), 富国中证沪港深500ETF联接C(012276), 华夏中证沪港深500ETF发起式联接A(017557), 华夏中证沪港深500ETF发起式联接C(017558), 易方达中证沪港深500ETF联接发起式A(020113), 易方达中证沪港深500ETF联接发起式C(020114), 兴证全球中证沪港深500指数增强A(023201), 兴证全球中证沪港深500指数增强C(023202)"
A股,H30533,2014-12-29,中国互联网50,成长,*,-43.09%,-73.99%,-54.30%,2.1e+01,19.95%,3.1,32.76%,14.76%,0.79%,"易方达中证海外中国互联网50ETF联接（QDII）A(人民币份额)(006327), 易方达中证海外中国互联网50（QDII-ETF）(513050), 易方达中证海外中国互联网50ETF联接（QDII）C(006328)"
A股,H30588,2015-02-02,中证证保,周期,,-8.85%,-59.19%,-55.23%,1.2e+01,3.01%,1.6,46.95%,13.33%,1.95%,"天弘中证证券保险A(001552), 天弘中证证券保险C(001553)"
A股,H30590,2015-02-10,机器人,成长,,-4.51%,-49.83%,-47.46%,6.9e+01,91.89%,4.8,92.34%,6.96%,0.62%,"机器人YH(562360), 天弘中证机器人ETF(159770), 华夏中证机器人ETF(562500), 博时中证机器人指数发起式A(018094), 华夏中证机器人ETF发起式联接A(018344), 博时中证机器人指数发起式C(018095), 天弘中证机器人ETF发起联接A(014880), 华夏中证机器人ETF发起式联接C(018345), 天弘中证机器人ETF发起联接C(014881), 国泰中证机器人ETF(159551), 国泰中证机器人ETF发起联接A(020289), 中欧中证机器人指数发起A(020255), 招商中证机器人指数型发起式A(020481), 国泰中证机器人ETF发起联接C(020290), 招商中证机器人指数型发起式C(020482), 中欧中证机器人指数发起C(020256), 南方中证机器人ETF发起联接A(020607), 南方中证机器人ETF发起联接C(020608), 嘉实中证机器人ETF(159526), 银河中证机器人指数发起式A(021301), 银河中证机器人指数发起式C(021302), 国投瑞银中证机器人指数发起式A(021895), 国投瑞银中证机器人指数发起式C(021896), 万家中证机器人ETF(560630), 汇添富中证机器人ETF(159213), 南方中证机器人ETF(159258), 汇添富中证机器人ETF发起式联接A(024768), 汇添富中证机器人ETF发起式联接C(024769), 嘉实中证机器人ETF发起联接A(024619), 招商中证机器人ETF(560770), 嘉实中证机器人ETF发起联接C(024620)"
A股,H30597,2015-02-13,新材料,周期,,-35.02%,-65.31%,-46.61%,4.4e+01,75.45%,3.8,58.11%,8.64%,1.19%,"平安中证新材料主题ETF(516890), 华宝新材料ETF(516360), 天弘中证新材料主题ETF(159703), 建信中证新材料主题ETF(159763), 华夏中证新材料主题ETF(516710), 国泰中证新材料主题ETF(159761)"
A股,H50040,2014-03-21,上红低波,价值,,-4.10%,-30.36%,-27.38%,8.4,78.42%,0.87,56.18%,10.36%,4.36%,"平安上证红利低波动指数A(020456), 平安上证红利低波动指数C(020457), 平安上证红利低波动指数E(024611)"
A股,000001,1991-07-15,上证指数,宽基,,5.21%,-52.30%,-54.66%,1.7e+01,99.79%,1.5,72.16%,8.82%,2.46%,"汇添富上证综合指数A(470007), 上证综指ETF(510210), 富国上证指数ETF联接A/B(100053), 国泰上证综合ETF(510760), 国泰上证综合ETF联接C(011320), 国泰上证综合ETF联接A(011319), 富国上证指数ETF联接C(013286), 汇添富上证综合指数C(018536), 汇添富上证综合ETF(510980), 国泰上证综合ETF联接E(022494), 招商上证综合指数增强发起式A(018383), 华夏上证综合全收益指数增强A(022857), 招商上证综合指数增强发起式C(018384), 嘉实上证综合增强策略ETF(562810), 博时上证综合指数增强A(023873), 博时上证综合指数增强C(023874)"
A股,000009,2010-11-29,上证380,宽基,,-0.89%,-63.80%,-63.47%,2.7e+01,84.18%,2.2,74.01%,8.15%,1.78%,"南方上证380ETF联接A(202025), 南方上证380ETF(510290), 南方上证380ETF联接C(007571)"
A股,000010,2002-07-01,上证180,宽基,,-11.29%,-47.98%,-41.36%,1.2e+01,87.07%,1.3,57.74%,10.83%,3.12%,"华安上证180ETF联接A(040180), 华安上证180ETF(510180), 万家180指数A(519180), 华安上证180ETF联接C(014979), 易方达上证180ETF(530180), 华安上证180ETF联接I(022646), 兴业上证180ETF（证券简称：180E；扩位简称：上证180指数ETF基金）(530680), 鹏华上证180ETF(510040), 南方上证180ETF(530580), 天弘上证180ETF(530080), 180指数(530300), 万家180指数C(022741), 上180ETF(530800), 兴业上证180ETF联接A(023148), 平安上证180ETF(530280), 华泰柏瑞上证180ETF联接A(023179), 银华上证180ETF发起式联接A(023234), 天弘上证180ETF发起联接A(023252), 鹏华上证180ETF发起式联接A(023199), 南方上证180ETF发起联接A(023230), 易方达上证180ETF联接A(023228), 银华上证180ETF发起式联接I(023236), 鹏华上证180ETF发起式联接C(023200), 银华上证180ETF发起式联接C(023235), 南方上证180ETF发起联接C(023231), 华泰柏瑞上证180ETF联接C(023180), 华泰柏瑞上证180ETF联接I(023181), 兴业上证180ETF联接C(023149), 天弘上证180ETF发起联接C(023253), 农银上证180指数A(020190), 易方达上证180ETF联接C(023229), 平安上证180ETF联接A(023547), 农银上证180指数C(020191), 平安上证180ETF联接C(023548), 平安上证180ETF联接E(024609)"
A股,000015,2005-01-04,红利指数,价值,,-7.05%,-47.74%,-43.78%,8.4,91.02%,0.84,58.77%,10.00%,4.54%,"华泰柏瑞上证红利ETF(510880), 华泰柏瑞红利ETF联接A(012761), 华泰柏瑞红利ETF联接C(012762)"
A股,000016,2004-01-02,上证50,宽基,,-21.93%,-45.41%,-30.08%,1.2e+01,92.13%,1.3,79.16%,10.83%,3.23%,"博时上证50ETF联接C(005737), 华夏上证50ETF联接C(005733), 建信上证50ETF(510800), 申万菱信上证50交易型开放式指数发起式(510600), 天弘上证50ETF联接A(001548), 易方达上证50增强C(004746), 天弘上证50ETF联接C(001549), 华夏上证50ETF联接A(001051), 博时上证50ETF联接A(001237), 中海上证50指数增强(399001), 易方达上证50指数（LOF）A(502048), 华夏上证50ETF(510050), 万家上证50ETF(510680), 博时上证50ETF(510710), 华安上证50ETF(510190), 华安上证50ETF联接A(040190), 易方达上证50增强A(110003), 工银上证50ETF联接A(006220), 上证50ETF工银(510850), 建信上证50ETF联接A(005880), 建信上证50ETF联接C(005881), 易方达上证50ETF(510100), 工银上证50ETF联接C(006221), 易方达上证50ETF联接A(007379), 易方达上证50ETF联接发起式C(007380), 东财上证50ETF发起式联接C(008241), 东财上证50ETF发起式联接A(008240), 南方上证50指数增强发起C(008057), 南方上证50指数增强发起A(008056), 易方达上证50指数（LOF）C(012875), 建信上证50ETF发起联接E(013444), 汇添富上证50基本面增强指数A(012157), 汇添富上证50基本面增强指数C(012158), 华安上证50ETF联接C(014980), 广发上证50ETF(510950), 易方达上证50增强策略ETF(563090), 天弘上证50ETF(530000), 上证50ETF东财(530050), 广发上证50ETF发起式联接A(021722), 广发上证50ETF发起式联接C(021723), 天弘上证50ETF联接Y(022956), 华夏上证50ETF联接Y(022959), 易方达上证50增强Y(022933)"
A股,000018,2007-12-10,180金融,价值,,-1.32%,-44.15%,-43.40%,7.9,68.62%,0.84,41.60%,10.63%,3.69%,"国泰上证180金融ETF联接A(020021), 国泰上证180金融ETF(510230), 国泰上证180金融ETF联接C(014994)"
A股,000021,2008-09-10,180治理,价值,,-3.16%,-48.78%,-47.11%,1.1e+01,85.54%,1.2,71.54%,10.91%,3.82%,"交银上证180公司治理ETF(510010), 交银上证180公司治理ETF联接(519686)"
A股,000029,2009-01-09,180价值,价值,,-5.75%,-40.69%,-37.07%,8.4,78.75%,0.85,41.93%,10.12%,4.25%,"上证180价值ETF(510030), 华宝上证180价值ETF联接A(240016), 华宝上证180价值ETF联接C(022826)"
A股,000036,2009-01-09,上证消费,成长,,-51.17%,-59.13%,-16.30%,2.1e+01,4.20%,5.3,22.61%,25.24%,3.51%,华夏消费ETF(510630)
A股,000037,2009-01-09,上证医药,成长,,-42.35%,-58.49%,-28.00%,4e+01,73.85%,3.7,37.36%,9.25%,1.04%,华夏医药ETF(510660)
A股,000042,2009-03-30,上证央企,价值,,-2.07%,-50.88%,-49.84%,1e+01,82.50%,1.0,62.93%,10.00%,3.75%,工银上证央企ETF(510060)
A股,000043,2009-04-23,超大盘,价值,,-15.26%,-46.34%,-36.68%,1.2e+01,70.26%,1.4,72.20%,11.67%,3.41%,"博时上证超大盘ETF(510020), 博时上证超大盘ETF联接A(050013)"
A股,000044,2009-07-03,上证中盘,宽基,,0.98%,-56.02%,-56.45%,1.3e+01,54.37%,1.3,43.41%,10.00%,2.97%,"易方达上证中盘ETF联接A(110021), 易方达上证中盘ETF联接C(004743), 易方达上证中盘ETF(510130)"
A股,000048,2009-08-05,责任指数,价值,,-13.39%,-43.55%,-34.82%,1.1e+01,67.75%,1.3,45.59%,11.82%,3.99%,"建信上证社会责任ETF(510090), 建信上证社会责任ETF联接(530010)"
A股,000056,2010-01-04,上证国企,价值,,-5.62%,-48.64%,-45.58%,1.1e+01,76.61%,1.2,82.17%,10.91%,3.71%,国企ETF(510270)
A股,000066,2010-04-30,上证商品,周期,,3.86%,-56.06%,-57.69%,1.6e+01,57.99%,1.8,99.96%,11.25%,3.51%,"国联安上证商品ETF联接A(257060), 国联安上证商品ETF(510170), 国联安上证商品ETF联接C(015577)"
A股,000068,2010-05-28,上证资源,价值,,21.77%,-59.35%,-66.62%,1.6e+01,53.50%,1.8,99.96%,11.25%,3.62%,"博时上证自然资源ETF联接A(050024), 博时上证自然资源ETF(510410), 博时上证自然资源ETF联接C(019910)"
A股,000069,2010-05-28,消费80,成长,,-45.96%,-58.29%,-22.82%,2.6e+01,60.91%,3.5,46.09%,13.46%,2.29%,"招商上证消费80ETF联接C(004407), 招商上证消费80ETF联接A(217017), 招商上证消费80ETF(510150)"
A股,000151,2012-07-20,上国红利,价值,,-7.50%,-44.08%,-39.55%,8.3,94.89%,0.79,54.28%,9.52%,5.09%,"国泰上证国有企业红利ETF(510720), 国泰上证国有企业红利ETF发起联接A(021701), 国泰上证国有企业红利ETF发起联接C(021702), 银河上证国有企业红利ETF(530880), 银河上证国有企业红利ETF发起式联接A(023162), 银河上证国有企业红利ETF发起式联接C(023163)"
A股,000300,2005-04-08,沪深300,宽基,,-17.75%,-46.70%,-35.20%,1.4e+01,89.46%,1.5,66.76%,10.71%,2.78%,"宏利沪深300指数A(162213), 宏利沪深300指数C(003548), 招商沪深300指数增强A(004190), 招商沪深300指数增强C(004191), 万家沪深300指数增强A(002670), 汇安沪深300增强A(003884), 汇安沪深300增强C(003885), 平安沪深300指数量化增强A(005113), 华夏沪深300ETF联接C(005658), 平安300ETF联接C(005640), 平安沪深300指数量化增强C(005114), 平安300ETF联接A(005639), 华泰柏瑞沪深300ETF联接C(006131), 天弘沪深300ETF联接C(005918), 广发沪深300指数增强A(006020), 鹏华沪深300指数增强A(005870), 农银沪深300指数C(005152), 广发沪深300指数增强C(006021), 嘉实沪深300ETF联接(LOF)C(160724), 国泰沪深300指数C(005867), 汇添富沪深300指数（LOF）A(501043), 汇添富沪深300指数（LOF）C(501045), 华夏沪深300指数增强A(001015), 华夏沪深300指数增强C(001016), 国泰沪深300指数增强C(002063), 安信量化沪深300增强A(003957), 万家沪深300指数增强C(002671), 创金合信沪深300增强A(002310), 广发沪深300ETF联接C(002987), 创金合信沪深300增强C(002315), 博时沪深300指数C(002385), 中金沪深300指数增强A(003015), 博时沪深300指数A(050002), 南方沪深300ETF联接C(004342), 中金沪深300指数增强C(003579), 华安沪深300增强A(000312), 华安沪深300增强C(000313), 南方沪深300ETF联接A(202015), 广发沪深300ETF联接A(270010), 申万菱信沪深300指数增强A(310318), 诺安沪深300增强A(320014), 华夏沪深300ETF联接A(000051), 华泰柏瑞量化增强混合A(000172), 嘉实沪深300指数研究增强A(000176), 景顺长城沪深300指数增强A(000311), 国寿安保沪深300ETF联接A(000613), 前海开源沪深300指数A(000656), 天弘沪深300ETF联接A(000961), 华宝沪深300增强(003876), 国泰沪深300指数A(020011), 富国沪深300指数增强A/B(100038), 易方达沪深300ETF联接A(110020), 易方达沪深300量化增强(110030), 嘉实沪深300ETF(159919), 南方沪深300ETF(159925), 鹏华沪深300ETF联接（LOF）A(160615), 嘉实沪深300ETF联接(LOF)A(160706), 长盛沪深300指数(LOF)A(160807), 银华沪深300指数A(161811), 兴全沪深300指数增强（LOF）A(163407), 建信沪深300指数（LOF）(165309), 中信保诚沪深300指数（LOF）A(165515), 浙商沪深300指数增强(LOF)A(166802), 国金300指数增强A(167601), 长城久泰沪深300指数A(200002), 国富沪深300指数增强A(450008), 华泰柏瑞沪深300ETF联接A(460300), 工银沪深300指数A(481009), 华泰柏瑞沪深300ETF(510300), 易方达沪深300ETF(510310), 华夏沪深300ETF(510330), 广发沪深300ETF(510360), 浦银安盛沪深300指数增强A(519116), 大成沪深300指数A(519300), 农银沪深300指数A(660008), 安信量化沪深300增强C(003958), 国寿安保沪深300ETF(510380), 平安沪深300ETF(510390), 长信沪深300指数A(005137), 海富通沪深300增强C(004512), 汇添富沪深300指数增强A(005530), 建信沪深300指数增强（LOF）A(165310), 西部利得沪深300指数A(673100), 海富通沪深300增强A(004513), 国泰沪深300指数增强A(000512), 富荣沪深300指数增强C(004789), 中银沪深300指数增强A(004881), 富荣沪深300指数增强A(004788), 财通沪深300指数增强(005850), 民生加银沪深300ETF联接A(008291), 民生加银沪深300ETF联接C(008292), 西部利得沪深300指数C(673101), 人保沪深300A(006600), 大成沪深300指数C(007096), 长信沪深300指数C(007448), 沪深300ETF工银(510350), 华宝沪深300增强C(007404), 兴全沪深300指数增强（LOF）C(007230), 国投瑞银沪深300指数量化增强A(007143), 国投瑞银沪深300指数量化增强C(007144), 长城久泰沪深300指数C(006912), 鹏华沪深300ETF联接(LOF)C(006939), 工银沪深300指数C(006937), 工银沪深300ETF联接C(005103), 易方达沪深300ETF发起式联接C(007339), 博道沪深300增强C(007045), 博道沪深300增强A(007044), 银河沪深300指数增强C(007276), 银河沪深300指数增强A(007275), 工银沪深300ETF联接A(005102), 永赢沪深300ETF发起联接C(007539), 永赢沪深300ETF发起联接A(007538), 方正富邦沪深300ETF(515360), 华安沪深300ETF(515390), 添富沪深300ETF(515310), 申万菱信沪深300指数增强C(007804), 国联安沪深300ETF(515660), 民生加银沪深300ETF(515350), 天弘沪深300ETF(515330), 泰康300(515380), 新华沪深300指数增强A(005248), 新华沪深300指数增强C(008184), 国联安沪深300ETF联接A(008390), 国联安沪深300ETF联接C(008391), 天弘沪深300指数增强发起A(008592), 天弘沪深300指数增强发起C(008593), 博时沪深300ETF(515130), 南方沪深300指数增强C(009060), 中泰沪深300指数增强C(008239), 中泰沪深300指数增强A(008238), 泰康沪深300ETF联接C(008927), 南方沪深300指数增强A(009059), 华安沪深300ETF联接A(008776), 泰康沪深300ETF联接A(008926), 建信沪深300指数增强C(009208), 兴业沪深300ETF(510370), 华安沪深300ETF联接C(008777), 华泰柏瑞量化增强混合C(010234), 易方达沪深300精选增强A(010736), 汇添富沪深300指数增强C(010556), 中银沪深300指数增强C(010311), 诺安沪深300增强C(010352), 汇添富沪深300基本面增强指数A(010854), 博时沪深300指数增强A(010872), 博时沪深300指数增强C(010873), 汇添富沪深300基本面增强指数型证券投资基金C(010855), 易方达沪深300精选增强C(010737), 大成沪深300增强发起式A(010908), 大成沪深300增强发起式C(010909), 长江沪深300指数增强A(011545), 长江沪深300指数增强C(011546), 中泰沪深300量化优选增强A(012206), 同泰沪深300量化增强A(012911), 同泰沪深300量化增强C(012912), 中泰沪深300量化优选增强C(012207), 富国沪深300指数增强C(013291), 中信保诚沪深300指数（LOF）C(013120), 招商沪深300增强策略ETF(561990), 国泰沪深300增强策略ETF(561300), 浙商沪深300指数增强(LOF)C(014372), 东财沪深300ETF发起式联接A(015278), 中欧沪深300指数增强A(015387), 东财沪深300ETF发起式联接C(015279), 中欧沪深300指数增强C(015388), 景顺长城沪深300指数增强C(015679), 前海开源沪深300指数C(015671), 中信建投沪深300指数增强A(015061), 嘉实沪深300指数研究增强C(016134), 中信建投沪深300指数增强C(015062), 申万菱信沪深300优选指数增强发起式A(016103), 鹏华沪深300指数增强C(016690), 东方沪深300指数增强A(016204), 华安沪深300增强策略ETF(561000), 华泰紫金沪深300指数增强发起A(016867), 东方沪深300指数增强C(016205), 华泰紫金沪深300指数增强发起C(016868), 摩根沪深300指数增强发起式A(017445), 兴业沪深300ETF发起式联接A(015906), 兴业沪深300ETF发起式联接C(015907), 申万菱信沪深300优选指数增强发起式C(016104), 摩根沪深300指数增强发起式C(017446), 国金300指数增强C(017925), 鹏华沪深300ETF(159673), 国泰君安沪深300指数增强发起A(018257), 国泰君安沪深300指数增强发起C(018258), 浦银安盛沪深300指数增强C(019210), 中欧沪深300指数增强E(019656), 中信保诚沪深300指数增强A(020160), 国联安沪深300指数增强A(020220), 中信保诚沪深300指数增强C(020161), 国富沪深300指数增强C(020352), 国联安沪深300指数增强C(020221), 富国沪深300ETF(159300), 长盛沪深300指数C(021494), 人保沪深300C(021635), 沪深300ETF基金(159330), 招商沪深300ETF(561930), 国泰沪深300增强策略ETF发起联接A(021847), 富国沪深300ETF发起式联接A(021832), 国泰沪深300增强策略ETF发起联接C(021848), 富国沪深300ETF发起式联接C(021833), 中欧沪深300指数量化增强A(021757), 中欧沪深300指数发起A(021877), 沪深300ETF永赢(563520), 富安达沪深300指数增强A(022090), 招商沪深300ETF发起式联接A(022504), 国联沪深300指数增强A(022309), 贝莱德沪深300指数增强A(022366), 招商沪深300ETF发起式联接C(022505), 博时沪深300ETF发起式联接A(022599), 国联沪深300指数增强C(022310), 贝莱德沪深300指数增强C(022367), 中欧沪深300指数量化增强C(021758), 华泰柏瑞沪深300ETF联接I(022699), 富安达沪深300指数增强C(022091), 中欧沪深300指数发起C(021878), 中银沪深300指数A(022859), 博道沪深300指数量化增强A(022866), 大成沪深300指数Y(022973), 华泰柏瑞沪深300ETF联接Y(022948), 中欧沪深300指数发起Y(022899), 国投瑞银沪深300指数量化增强Y(022908), 万家沪深300指数增强Y(022917), 广发沪深300ETF联接Y(022964), 国泰沪深300指数Y(022936), 天弘沪深300ETF联接Y(022955), 天弘沪深300指数增强发起Y(022940), 汇添富沪深300指数增强Y(022949), 易方达沪深300ETF联接Y(022928), 华夏沪深300ETF联接Y(022983), 南方沪深300ETF联接Y(022924), 工银沪深300指数Y(022935), 兴全沪深300指数增强（LOF）Y(022962), 华夏沪深300指数增强Y(022954), 博时沪深300指数Y(022922), 嘉实沪深300ETF联接(LOF)Y(022890), 富国沪深300指数增强Y(022906), 易方达沪深300精选增强Y(022914), 万家沪深300ETF(159393), 中银沪深300指数C(022860), 鹏华沪深300指数量化增强A(023290), 博时沪深300ETF发起式联接C(022600), 博道沪深300指数量化增强C(022867), 东财沪深300ETF发起式联接E(023423), 鹏华沪深300指数量化增强C(023291), 中金沪深300ETF(510320), 光大保德信沪深300指数增强A(023607), 景顺长城沪深300增强策略ETF(159238), 中金沪深300ETF联接A(023146), 华安沪深300增强策略ETF发起式联接A(014165), 光大保德信沪深300指数增强C(023608), 汇添富沪深300ETF发起式联接A(023059), 中金沪深300ETF联接C(023147), 华富沪深300指数增强A(024626), 平安300ETF联接E(024546), 华安沪深300增强策略ETF发起式联接C(014166), 天弘沪深300指数量化增强A(024855), 汇添富沪深300ETF发起式联接C(023060), 招商沪深300增强策略ETF发起式联接(024636), 华商沪深300指数增强A(024313), 长信沪深300指数量化增强A(024415), 万家沪深300指数(024011), 华富沪深300指数增强C(024627), 长信沪深300指数量化增强C(024416), 天弘沪深300指数量化增强C(024856), 华商沪深300指数增强C(024314)"
